//total_population estimated_relatedness lower_bound upper_bound relatedness
140 0.5889 nan nan 0.5889
142 0.588967 0.588892 0.589043 0.588983
145 0.58913 0.589011 0.589249 0.589103
148 0.589305 0.589158 0.589453 0.589218
151 0.589407 0.589236 0.589578 0.589328
154 0.589482 0.589292 0.589672 0.589434
156 0.589496 0.589293 0.589699 0.589502
159 0.589682 0.589462 0.589902 0.589602
162 0.589806 0.58957 0.590042 0.589697
165 0.589867 0.589618 0.590117 0.589789
168 0.589912 0.58965 0.590173 0.589878
170 0.589982 0.589713 0.590251 0.589935
173 0.590019 0.589739 0.590298 0.590019
176 0.59015 0.589861 0.590439 0.5901
179 0.590255 0.589957 0.590553 0.590178
182 0.590372 0.590066 0.590679 0.590253
184 0.590427 0.590116 0.590738 0.590302
187 0.590504 0.590184 0.590823 0.590374
190 0.590553 0.590227 0.59088 0.590443
193 0.590601 0.590267 0.590935 0.59051
196 0.590678 0.590336 0.591021 0.590575
198 0.590705 0.590358 0.591052 0.590617
201 0.590754 0.590401 0.591107 0.590679
204 0.590872 0.590512 0.591231 0.590739
207 0.591001 0.590636 0.591366 0.590797
210 0.591041 0.590671 0.591412 0.590853
212 0.591088 0.590714 0.591462 0.59089
215 0.591116 0.590737 0.591495 0.590944
218 0.591127 0.590744 0.591511 0.590996
221 0.591167 0.590779 0.591554 0.591047
224 0.591174 0.590784 0.591565 0.591097
226 0.591227 0.590833 0.59162 0.591129
229 0.59127 0.590872 0.591667 0.591177
232 0.591269 0.590868 0.59167 0.591223
235 0.591315 0.59091 0.591719 0.591268
238 0.591359 0.590951 0.591767 0.591312
240 0.591373 0.590962 0.591784 0.59134
243 0.591412 0.590997 0.591826 0.591382
246 0.591421 0.591002 0.59184 0.591423
249 0.591461 0.591039 0.591883 0.591463
252 0.591521 0.591096 0.591945 0.591502
254 0.591539 0.591113 0.591966 0.591528
257 0.591594 0.591164 0.592024 0.591565
260 0.591617 0.591183 0.59205 0.591602
263 0.591646 0.591211 0.592082 0.591638
266 0.591702 0.591264 0.59214 0.591673
268 0.59174 0.5913 0.592179 0.591696
271 0.591789 0.591346 0.592231 0.59173
274 0.591821 0.591376 0.592266 0.591763
277 0.591833 0.591386 0.59228 0.591795
280 0.591877 0.591428 0.592327 0.591826
282 0.591878 0.591427 0.592329 0.591847
285 0.591929 0.591474 0.592384 0.591878
288 0.591877 0.591421 0.592333 0.591907
291 0.591936 0.591478 0.592395 0.591937
294 0.591952 0.591491 0.592413 0.591965
296 0.591987 0.591524 0.59245 0.591984
299 0.592016 0.591551 0.59248 0.592012
302 0.592033 0.591565 0.5925 0.592039
305 0.592025 0.591556 0.592494 0.592065
