//total_population estimated_relatedness lower_bound upper_bound relatedness
90 0.500624 nan nan 0.500624
91 0.50076 0.500736 0.500784 0.500746
93 0.501025 0.500985 0.501066 0.500982
95 0.50123 0.501178 0.501283 0.501208
97 0.501428 0.501366 0.501489 0.501425
99 0.501655 0.501586 0.501724 0.501632
100 0.501759 0.501687 0.501832 0.501733
102 0.501961 0.501882 0.50204 0.501928
104 0.502158 0.502073 0.502244 0.502116
106 0.502363 0.502272 0.502454 0.502297
108 0.50255 0.502454 0.502646 0.502471
109 0.502646 0.502548 0.502744 0.502555
111 0.502821 0.502719 0.502924 0.50272
113 0.502994 0.502886 0.503101 0.502878
115 0.503151 0.50304 0.503262 0.503031
117 0.503309 0.503195 0.503424 0.503179
118 0.503395 0.503278 0.503511 0.503251
120 0.503533 0.503414 0.503653 0.503391
122 0.503668 0.503546 0.503791 0.503527
124 0.503807 0.503682 0.503933 0.503658
126 0.50393 0.503802 0.504058 0.503785
127 0.503966 0.503837 0.504094 0.503847
129 0.504052 0.503921 0.504183 0.503968
131 0.50418 0.504046 0.504313 0.504086
133 0.504301 0.504164 0.504437 0.5042
135 0.504391 0.504252 0.50453 0.50431
136 0.504438 0.504298 0.504578 0.504364
138 0.504546 0.504404 0.504688 0.50447
140 0.504635 0.50449 0.504779 0.504572
142 0.504747 0.504601 0.504894 0.504672
144 0.504852 0.504703 0.505 0.504769
145 0.504881 0.504732 0.50503 0.504816
147 0.504938 0.504787 0.505088 0.504909
149 0.505022 0.50487 0.505174 0.505
151 0.505118 0.504964 0.505271 0.505088
153 0.505213 0.505058 0.505369 0.505173
154 0.505261 0.505105 0.505418 0.505215
156 0.505344 0.505186 0.505502 0.505298
158 0.505418 0.505259 0.505578 0.505378
160 0.505494 0.505334 0.505655 0.505456
162 0.505584 0.505422 0.505747 0.505532
163 0.505624 0.505461 0.505788 0.50557
165 0.505695 0.50553 0.50586 0.505643
167 0.505788 0.505621 0.505955 0.505715
169 0.505848 0.505681 0.506016 0.505785
171 0.505916 0.505748 0.506085 0.505854
172 0.505951 0.505782 0.50612 0.505887
174 0.50602 0.50585 0.506191 0.505953
176 0.506097 0.505924 0.506269 0.506018
178 0.506165 0.505992 0.506338 0.506081
180 0.506213 0.506038 0.506387 0.506143
181 0.506224 0.50605 0.506398 0.506173
183 0.506295 0.506119 0.506471 0.506232
185 0.506356 0.50618 0.506533 0.506291
187 0.506395 0.506218 0.506573 0.506348
189 0.506447 0.506269 0.506626 0.506404
190 0.506478 0.506299 0.506658 0.506431
192 0.506534 0.506353 0.506714 0.506485
194 0.506596 0.506414 0.506777 0.506538
196 0.506632 0.50645 0.506814 0.50659
198 0.506689 0.506507 0.506872 0.506641
199 0.506706 0.506523 0.506889 0.506666
201 0.506728 0.506546 0.506911 0.506716
203 0.506766 0.506582 0.50695 0.506764
205 0.506839 0.506654 0.507025 0.506811
207 0.506887 0.5067 0.507073 0.506858
208 0.506907 0.50672 0.507095 0.506881
210 0.50696 0.506771 0.507148 0.506926
212 0.507006 0.506817 0.507195 0.50697
214 0.507052 0.506862 0.507243 0.507014
