//total_population estimated_relatedness lower_bound upper_bound relatedness
140 0.5889 nan nan 0.5889
142 0.588952 0.588876 0.589028 0.588983
145 0.589061 0.588942 0.58918 0.589103
148 0.589089 0.588939 0.589238 0.589218
151 0.589219 0.589045 0.589392 0.589328
154 0.589347 0.589154 0.589541 0.589434
156 0.58941 0.589204 0.589615 0.589502
159 0.589518 0.589296 0.58974 0.589602
162 0.589559 0.589323 0.589795 0.589697
165 0.589574 0.589326 0.589823 0.589789
168 0.589625 0.589365 0.589885 0.589878
170 0.589725 0.589456 0.589993 0.589935
173 0.589812 0.589535 0.59009 0.590019
176 0.589924 0.589637 0.590211 0.5901
179 0.589968 0.589673 0.590263 0.590178
182 0.590023 0.589718 0.590327 0.590253
184 0.590113 0.589804 0.590422 0.590302
187 0.59014 0.589823 0.590457 0.590374
190 0.590178 0.589853 0.590503 0.590443
193 0.590268 0.589936 0.590601 0.59051
196 0.59031 0.589973 0.590648 0.590575
198 0.590376 0.590034 0.590718 0.590617
201 0.590443 0.590094 0.590792 0.590679
204 0.590529 0.590174 0.590885 0.590739
207 0.590561 0.590201 0.590922 0.590797
210 0.590616 0.590249 0.590982 0.590853
212 0.590699 0.590329 0.591069 0.59089
215 0.590789 0.590414 0.591164 0.590944
218 0.590758 0.590378 0.591138 0.590996
221 0.590792 0.590408 0.591176 0.591047
224 0.590856 0.590467 0.591245 0.591097
226 0.590854 0.590462 0.591246 0.591129
229 0.590904 0.590509 0.5913 0.591177
232 0.590962 0.590563 0.591362 0.591223
235 0.591006 0.590601 0.59141 0.591268
238 0.591049 0.59064 0.591457 0.591312
240 0.5911 0.590689 0.591511 0.59134
243 0.591132 0.590718 0.591545 0.591382
246 0.591169 0.590752 0.591586 0.591423
249 0.591231 0.590811 0.591652 0.591463
252 0.591255 0.590831 0.591678 0.591502
254 0.591301 0.590875 0.591727 0.591528
257 0.591325 0.590895 0.591755 0.591565
260 0.59141 0.590976 0.591843 0.591602
263 0.591492 0.591055 0.591929 0.591638
266 0.591491 0.591051 0.591931 0.591673
268 0.591511 0.59107 0.591953 0.591696
271 0.591528 0.591084 0.591972 0.59173
274 0.591558 0.591111 0.592004 0.591763
277 0.591611 0.591163 0.59206 0.591795
280 0.591638 0.591187 0.592089 0.591826
282 0.591692 0.59124 0.592144 0.591847
285 0.591739 0.591284 0.592194 0.591878
288 0.591777 0.591319 0.592234 0.591907
291 0.591837 0.591377 0.592297 0.591937
294 0.591852 0.591389 0.592314 0.591965
296 0.591848 0.591384 0.592312 0.591984
299 0.591875 0.591409 0.592341 0.592012
302 0.59191 0.591443 0.592378 0.592039
305 0.591901 0.591432 0.59237 0.592065
308 0.591972 0.591501 0.592443 0.592091
310 0.592029 0.591556 0.592501 0.592108
313 0.592049 0.591574 0.592524 0.592134
316 0.592073 0.591596 0.592551 0.592158
319 0.592088 0.591608 0.592567 0.592183
322 0.592077 0.591595 0.592558 0.592206
324 0.5921 0.591618 0.592583 0.592222
327 0.592127 0.591642 0.592611 0.592245
330 0.592144 0.591657 0.59263 0.592268
333 0.592156 0.591668 0.592643 0.59229
336 0.592219 0.59173 0.592709 0.592312
338 0.592244 0.591753 0.592735 0.592326
341 0.59226 0.591767 0.592752 0.592348
344 0.592281 0.591787 0.592774 0.592368
347 0.592322 0.591826 0.592817 0.592389
350 0.592356 0.591859 0.592853 0.592409
352 0.592386 0.591888 0.592885 0.592422
355 0.592424 0.591924 0.592923 0.592442
358 0.592417 0.591917 0.592918 0.592461
361 0.592428 0.591926 0.592929 0.59248
364 0.592438 0.591935 0.592941 0.592499
366 0.592414 0.59191 0.592917 0.592511
369 0.592416 0.591911 0.59292 0.592529
372 0.592431 0.591925 0.592937 0.592547
375 0.592459 0.591952 0.592967 0.592564
378 0.59248 0.591971 0.592989 0.592582
380 0.59249 0.59198 0.593 0.592593
383 0.592533 0.592022 0.593044 0.59261
386 0.592554 0.592042 0.593066 0.592626
389 0.592563 0.59205 0.593075 0.592642
392 0.592597 0.592084 0.593111 0.592659
394 0.592631 0.592117 0.593146 0.592669
397 0.592654 0.592139 0.59317 0.592685
400 0.592645 0.592129 0.593162 0.5927
403 0.592669 0.592151 0.593186 0.592715
406 0.592708 0.59219 0.593227 0.59273
408 0.592699 0.59218 0.593218 0.59274
411 0.592706 0.592186 0.593226 0.592755
414 0.592724 0.592203 0.593245 0.592769
417 0.592731 0.592209 0.593253 0.592783
420 0.592732 0.592209 0.593256 0.592797
422 0.592742 0.592218 0.593266 0.592806
425 0.592744 0.59222 0.593269 0.59282
428 0.592749 0.592223 0.593275 0.592833
431 0.592778 0.592251 0.593304 0.592847
434 0.592762 0.592235 0.59329 0.59286
436 0.592791 0.592262 0.59332 0.592868
439 0.592799 0.59227 0.593328 0.592881
442 0.592821 0.592292 0.593351 0.592894
445 0.592836 0.592306 0.593367 0.592906
