//total_population estimated_relatedness lower_bound upper_bound relatedness
300 0.554069 0.554069 0.554069 0.554069
306 0.554134 0.554085 0.554184 0.554127
312 0.554175 0.554105 0.554246 0.554183
318 0.554235 0.554151 0.55432 0.554237
324 0.554305 0.554209 0.554402 0.554289
330 0.554379 0.554271 0.554487 0.554339
336 0.554416 0.554299 0.554533 0.554388
342 0.554451 0.554325 0.554577 0.554434
348 0.554519 0.554386 0.554652 0.554479
354 0.554589 0.554448 0.554729 0.554522
360 0.554639 0.554492 0.554786 0.554564
366 0.554636 0.554483 0.554789 0.554605
372 0.554686 0.554528 0.554845 0.554644
378 0.554717 0.554553 0.55488 0.554682
384 0.554757 0.554589 0.554925 0.554719
390 0.554807 0.554634 0.55498 0.554755
396 0.554852 0.554675 0.555029 0.554789
402 0.554893 0.554712 0.555073 0.554823
408 0.554907 0.554722 0.555091 0.554855
414 0.554928 0.55474 0.555116 0.554887
420 0.554962 0.554771 0.555154 0.554918
426 0.554998 0.554803 0.555193 0.554948
432 0.555014 0.554816 0.555212 0.554977
438 0.555067 0.554866 0.555268 0.555005
444 0.555083 0.55488 0.555286 0.555032
450 0.555112 0.554906 0.555317 0.555059
456 0.555137 0.554929 0.555345 0.555085
462 0.555177 0.554966 0.555387 0.55511
468 0.555206 0.554994 0.555419 0.555135
474 0.555224 0.555009 0.555439 0.555159
480 0.555228 0.55501 0.555446 0.555183
486 0.555206 0.554986 0.555426 0.555205
492 0.555238 0.555016 0.55546 0.555228
498 0.555269 0.555045 0.555493 0.55525
504 0.555279 0.555053 0.555505 0.555271
510 0.555312 0.555085 0.55554 0.555292
516 0.55533 0.5551 0.555559 0.555312
522 0.555355 0.555123 0.555587 0.555332
528 0.555368 0.555135 0.555602 0.555351
534 0.555375 0.555139 0.555611 0.55537
540 0.555412 0.555174 0.55565 0.555388
546 0.555446 0.555207 0.555685 0.555407
552 0.555431 0.555191 0.555672 0.555424
558 0.555459 0.555217 0.555701 0.555442
564 0.555483 0.555239 0.555726 0.555459
570 0.555472 0.555228 0.555717 0.555475
576 0.555476 0.55523 0.555722 0.555491
582 0.555501 0.555254 0.555748 0.555507
588 0.555516 0.555268 0.555765 0.555523
594 0.55553 0.555281 0.555779 0.555538
600 0.555517 0.555267 0.555767 0.555553
606 0.555526 0.555274 0.555778 0.555568
612 0.555505 0.555252 0.555757 0.555582
618 0.555507 0.555254 0.555761 0.555596
624 0.555507 0.555252 0.555762 0.55561
630 0.555513 0.555257 0.555768 0.555624
