//total_population estimated_relatedness lower_bound upper_bound relatedness
30 0.54023 nan nan 0.54023
30 0.54023 nan nan 0.54023
31 0.541449 0.541252 0.541647 0.541219
31 0.541449 0.541252 0.541647 0.541219
32 0.542572 0.542297 0.542847 0.542144
33 0.543351 0.543017 0.543685 0.543011
33 0.543351 0.543017 0.543685 0.543011
34 0.544222 0.543841 0.544602 0.543825
34 0.544222 0.543841 0.544602 0.543825
35 0.544893 0.544476 0.545311 0.544592
36 0.545685 0.545234 0.546137 0.545315
36 0.545685 0.545234 0.546137 0.545315
37 0.546471 0.545988 0.546953 0.545998
37 0.546471 0.545988 0.546953 0.545998
38 0.547033 0.546521 0.547544 0.546643
39 0.547656 0.54712 0.548191 0.547255
39 0.547656 0.54712 0.548191 0.547255
40 0.54826 0.547703 0.548818 0.547836
40 0.54826 0.547703 0.548818 0.547836
41 0.548913 0.548334 0.549492 0.548387
42 0.549338 0.548743 0.549933 0.548912
42 0.549338 0.548743 0.549933 0.548912
43 0.549845 0.549235 0.550454 0.549411
43 0.549845 0.549235 0.550454 0.549411
44 0.550325 0.5497 0.55095 0.549887
45 0.550762 0.550124 0.5514 0.550342
45 0.550762 0.550124 0.5514 0.550342
46 0.551232 0.550578 0.551886 0.550777
46 0.551232 0.550578 0.551886 0.550777
47 0.551596 0.550928 0.552263 0.551192
48 0.552007 0.551328 0.552685 0.55159
48 0.552007 0.551328 0.552685 0.55159
49 0.552291 0.551603 0.552979 0.551971
49 0.552291 0.551603 0.552979 0.551971
50 0.552733 0.552034 0.553433 0.552337
51 0.552995 0.552285 0.553705 0.552688
51 0.552995 0.552285 0.553705 0.552688
52 0.553351 0.552632 0.55407 0.553026
52 0.553351 0.552632 0.55407 0.553026
53 0.55374 0.553012 0.554469 0.55335
54 0.553964 0.553228 0.5547 0.553662
54 0.553964 0.553228 0.5547 0.553662
55 0.554246 0.553501 0.554991 0.553963
55 0.554246 0.553501 0.554991 0.553963
56 0.554571 0.553819 0.555323 0.554252
57 0.554757 0.553998 0.555516 0.554531
57 0.554757 0.553998 0.555516 0.554531
58 0.555034 0.554268 0.555801 0.554801
58 0.555034 0.554268 0.555801 0.554801
59 0.555275 0.554502 0.556047 0.555061
60 0.555548 0.554768 0.556327 0.555313
60 0.555548 0.554768 0.556327 0.555313
61 0.555745 0.554959 0.556531 0.555556
61 0.555745 0.554959 0.556531 0.555556
62 0.555978 0.555186 0.556771 0.555791
63 0.556217 0.555418 0.557016 0.556018
63 0.556217 0.555418 0.557016 0.556018
64 0.556434 0.55563 0.557237 0.556238
64 0.556434 0.55563 0.557237 0.556238
65 0.556626 0.555817 0.557435 0.556452
66 0.556797 0.555983 0.55761 0.556658
66 0.556797 0.555983 0.55761 0.556658
67 0.556952 0.556134 0.55777 0.556859
67 0.556952 0.556134 0.55777 0.556859
