//total_population estimated_relatedness lower_bound upper_bound relatedness
70 0.585921 0.585921 0.585921 0.585921
71 0.586081 0.585974 0.586188 0.586088
72 0.586289 0.586137 0.586441 0.58625
74 0.586551 0.586341 0.58676 0.58656
75 0.586707 0.586473 0.586941 0.586709
77 0.58711 0.586839 0.587382 0.586996
78 0.587231 0.586942 0.587519 0.587133
79 0.587417 0.587113 0.587721 0.587267
81 0.587722 0.587391 0.588053 0.587525
82 0.587864 0.58752 0.588209 0.587649
84 0.588125 0.587757 0.588493 0.587889
85 0.588218 0.587837 0.588598 0.588004
86 0.588336 0.587945 0.588726 0.588117
88 0.588568 0.58816 0.588976 0.588335
89 0.588686 0.588269 0.589104 0.58844
91 0.588863 0.58843 0.589296 0.588643
92 0.588918 0.588476 0.589359 0.588741
93 0.588995 0.588547 0.589444 0.588837
95 0.589212 0.588752 0.589673 0.589024
96 0.589325 0.588857 0.589793 0.589114
98 0.5894 0.588918 0.589881 0.589288
99 0.589504 0.589014 0.589994 0.589373
100 0.589541 0.589047 0.590035 0.589456
102 0.589703 0.589197 0.590208 0.589617
103 0.589744 0.589232 0.590255 0.589695
105 0.589812 0.58929 0.590334 0.589847
106 0.589888 0.58936 0.590415 0.58992
107 0.589935 0.589402 0.590468 0.589993
109 0.590164 0.589622 0.590705 0.590133
110 0.590261 0.589715 0.590807 0.590202
112 0.590288 0.589734 0.590842 0.590335
113 0.590383 0.589826 0.59094 0.5904
114 0.590496 0.589935 0.591057 0.590463
116 0.590629 0.590062 0.591197 0.590587
117 0.590645 0.590074 0.591216 0.590647
119 0.590724 0.590146 0.591303 0.590765
120 0.59077 0.590188 0.591352 0.590822
121 0.590807 0.590223 0.591391 0.590879
123 0.590922 0.59033 0.591514 0.590989
124 0.590957 0.590362 0.591551 0.591042
126 0.591171 0.590571 0.591771 0.591147
127 0.591252 0.590649 0.591856 0.591198
128 0.591271 0.590664 0.591878 0.591248
130 0.591344 0.590733 0.591954 0.591347
131 0.591377 0.590764 0.591991 0.591395
133 0.591513 0.590893 0.592132 0.591488
134 0.591583 0.59096 0.592205 0.591534
135 0.591624 0.590999 0.592249 0.591579
137 0.59174 0.591109 0.59237 0.591668
138 0.591808 0.591175 0.592441 0.591711
140 0.591832 0.591195 0.59247 0.591795
141 0.591858 0.591219 0.592497 0.591837
142 0.591916 0.591275 0.592557 0.591878
144 0.592 0.591355 0.592645 0.591957
145 0.592021 0.591375 0.592668 0.591996
147 0.592058 0.591408 0.592708 0.592073
148 0.592108 0.591456 0.592759 0.59211
149 0.592129 0.591476 0.592782 0.592147
151 0.592196 0.591541 0.592851 0.59222
152 0.592251 0.591594 0.592908 0.592256
154 0.592303 0.591643 0.592964 0.592325
155 0.592353 0.59169 0.593016 0.592359
156 0.592367 0.591702 0.593033 0.592393
158 0.592427 0.591759 0.593095 0.592459
159 0.592447 0.591776 0.593117 0.592492
161 0.59249 0.591816 0.593163 0.592555
162 0.592502 0.591827 0.593177 0.592587
163 0.592576 0.591898 0.593253 0.592617
165 0.592617 0.591938 0.593297 0.592678
166 0.592659 0.591978 0.593341 0.592708
168 0.592663 0.591977 0.593348 0.592766
169 0.592705 0.592019 0.593391 0.592795
170 0.592776 0.592088 0.593464 0.592823
172 0.592867 0.592175 0.593559 0.592879
173 0.59291 0.592217 0.593603 0.592906
175 0.592963 0.592267 0.59366 0.59296
176 0.592966 0.592268 0.593664 0.592986
177 0.593029 0.59233 0.593729 0.593013
179 0.593066 0.592364 0.593768 0.593064
180 0.593099 0.592396 0.593802 0.593089
182 0.593108 0.592403 0.593814 0.593139
183 0.593113 0.592407 0.593819 0.593163
184 0.593154 0.592447 0.593861 0.593188
186 0.593173 0.592464 0.593882 0.593235
187 0.59315 0.59244 0.593861 0.593258
189 0.593177 0.592465 0.593889 0.593305
190 0.593193 0.592479 0.593907 0.593327
191 0.59319 0.592476 0.593904 0.59335
193 0.593215 0.592498 0.593932 0.593394
194 0.593224 0.592506 0.593942 0.593415
196 0.59328 0.592558 0.594001 0.593458
197 0.593309 0.592588 0.594031 0.593479
198 0.593316 0.592594 0.594039 0.5935
200 0.593328 0.592603 0.594052 0.593541
201 0.593322 0.592596 0.594048 0.593561
203 0.59336 0.592632 0.594088 0.593601
204 0.593364 0.592636 0.594093 0.593621
205 0.593395 0.592665 0.594124 0.59364
207 0.593409 0.592678 0.59414 0.593679
208 0.593448 0.592716 0.59418 0.593697
210 0.593526 0.592793 0.59426 0.593735
211 0.593531 0.592797 0.594265 0.593753
212 0.593556 0.592821 0.594292 0.593771
214 0.593574 0.592837 0.594311 0.593807
215 0.593591 0.592854 0.594329 0.593825
217 0.593674 0.592935 0.594414 0.593859
218 0.593685 0.592944 0.594425 0.593877
219 0.593698 0.592957 0.594439 0.593894
221 0.593704 0.592961 0.594446 0.593927
222 0.593702 0.592959 0.594446 0.593944
224 0.593678 0.592934 0.594423 0.593976
225 0.593677 0.592931 0.594422 0.593993
226 0.593666 0.592921 0.594412 0.594008
228 0.593713 0.592965 0.59446 0.59404
229 0.593718 0.59297 0.594466 0.594056
231 0.59374 0.59299 0.59449 0.594086
232 0.593765 0.593015 0.594515 0.594101
233 0.593801 0.59305 0.594552 0.594116
235 0.59381 0.593057 0.594563 0.594146
236 0.593797 0.593043 0.59455 0.594161
