//total_population estimated_relatedness lower_bound upper_bound relatedness
1030 0.943389 nan nan 0.943389
1050 0.943391 0.943364 0.943417 0.943391
1071 0.9434 0.943362 0.943437 0.943393
1091 0.943385 0.943339 0.94343 0.943395
1112 0.94339 0.943338 0.943442 0.943397
1133 0.943406 0.943349 0.943464 0.943399
1153 0.943407 0.943345 0.94347 0.943401
1174 0.943397 0.94333 0.943464 0.943403
1194 0.943405 0.943334 0.943476 0.943404
1215 0.943422 0.943348 0.943497 0.943406
1236 0.943429 0.943351 0.943507 0.943408
1256 0.94343 0.943348 0.943511 0.943409
1277 0.943432 0.943347 0.943516 0.943411
1297 0.943434 0.943347 0.943521 0.943412
1318 0.943431 0.943341 0.943521 0.943413
1339 0.943433 0.94334 0.943525 0.943415
1359 0.943437 0.943343 0.943532 0.943416
1380 0.943416 0.943319 0.943513 0.943417
1400 0.943425 0.943326 0.943523 0.943418
1421 0.943431 0.94333 0.943532 0.94342
1442 0.94343 0.943327 0.943533 0.943421
1462 0.943434 0.943329 0.943539 0.943422
1483 0.943446 0.943339 0.943552 0.943423
1503 0.943458 0.943351 0.943566 0.943424
1524 0.943459 0.94335 0.943569 0.943425
1545 0.943467 0.943356 0.943578 0.943426
1565 0.943463 0.943351 0.943576 0.943427
1586 0.943477 0.943363 0.943591 0.943428
1606 0.94347 0.943354 0.943585 0.943429
1627 0.943472 0.943356 0.943589 0.94343
1648 0.943469 0.943351 0.943586 0.94343
1668 0.943467 0.943349 0.943585 0.943431
1689 0.943463 0.943343 0.943583 0.943432
1709 0.943467 0.943346 0.943587 0.943433
1730 0.943469 0.943347 0.943591 0.943434
1751 0.943471 0.943348 0.943594 0.943435
1771 0.943469 0.943345 0.943593 0.943435
1792 0.943481 0.943356 0.943607 0.943436
1812 0.943479 0.943353 0.943606 0.943437
1833 0.943471 0.943343 0.943598 0.943437
1854 0.943478 0.94335 0.943606 0.943438
1874 0.943473 0.943344 0.943602 0.943439
1895 0.943479 0.943349 0.943609 0.943439
1915 0.943484 0.943353 0.943614 0.94344
1936 0.94349 0.943359 0.943622 0.943441
1957 0.943477 0.943345 0.943609 0.943441
1977 0.943479 0.943347 0.943612 0.943442
1998 0.943481 0.943348 0.943615 0.943443
2018 0.943488 0.943354 0.943623 0.943443
2039 0.943496 0.943361 0.943631 0.943444
2060 0.943495 0.943359 0.94363 0.943444
2080 0.943503 0.943366 0.943639 0.943445
2101 0.943495 0.943358 0.943632 0.943445
2121 0.943492 0.943354 0.94363 0.943446
2142 0.943496 0.943357 0.943634 0.943446
2163 0.943495 0.943356 0.943634 0.943447
2183 0.943498 0.943358 0.943637 0.943447
2204 0.943509 0.943369 0.943649 0.943448
2224 0.943493 0.943353 0.943634 0.943448
2245 0.943493 0.943352 0.943635 0.943449
2266 0.943501 0.94336 0.943643 0.943449
2286 0.943513 0.943371 0.943656 0.94345
2307 0.943505 0.943363 0.943648 0.94345
2327 0.94352 0.943377 0.943664 0.943451
2348 0.943525 0.943381 0.943669 0.943451
2369 0.943526 0.943382 0.943671 0.943451
2389 0.943523 0.943377 0.943668 0.943452
2410 0.943514 0.943368 0.943659 0.943452
2430 0.943508 0.943362 0.943654 0.943453
2451 0.943522 0.943375 0.943668 0.943453
2472 0.943522 0.943375 0.943668 0.943453
2492 0.943521 0.943374 0.943668 0.943454
2513 0.943505 0.943358 0.943653 0.943454
2533 0.943507 0.943359 0.943655 0.943454
2554 0.943503 0.943355 0.943652 0.943455
2575 0.943503 0.943354 0.943653 0.943455
2595 0.943511 0.943362 0.943661 0.943456
2616 0.943516 0.943366 0.943666 0.943456
2636 0.943516 0.943366 0.943666 0.943456
2657 0.943518 0.943367 0.943668 0.943457
2678 0.943521 0.94337 0.943672 0.943457
2698 0.943518 0.943367 0.943669 0.943457
2719 0.943532 0.94338 0.943684 0.943458
2739 0.943527 0.943374 0.943679 0.943458
2760 0.943529 0.943377 0.943682 0.943458
2781 0.94354 0.943388 0.943693 0.943458
2801 0.94354 0.943387 0.943693 0.943459
2822 0.943544 0.94339 0.943697 0.943459
2842 0.943535 0.943381 0.943689 0.943459
2863 0.943536 0.943382 0.943691 0.94346
2884 0.943535 0.94338 0.943689 0.94346
2904 0.94353 0.943375 0.943685 0.94346
2925 0.943534 0.943379 0.943689 0.94346
2945 0.943535 0.943379 0.94369 0.943461
2966 0.943539 0.943383 0.943694 0.943461
2987 0.943534 0.943378 0.94369 0.943461
3007 0.943537 0.943381 0.943693 0.943462
3028 0.943547 0.94339 0.943704 0.943462
3048 0.943549 0.943392 0.943706 0.943462
3069 0.943553 0.943396 0.94371 0.943462
3090 0.943555 0.943398 0.943712 0.943463
3110 0.943544 0.943386 0.943702 0.943463
3131 0.943543 0.943385 0.943702 0.943463
3151 0.943544 0.943386 0.943703 0.943463
3172 0.943539 0.94338 0.943697 0.943463
3193 0.943536 0.943377 0.943695 0.943464
3213 0.94354 0.94338 0.943699 0.943464
3234 0.943534 0.943374 0.943694 0.943464
3254 0.943536 0.943376 0.943696 0.943464
3275 0.943527 0.943366 0.943687 0.943465
3296 0.943523 0.943363 0.943684 0.943465
3316 0.943514 0.943353 0.943674 0.943465
3337 0.943515 0.943354 0.943676 0.943465
3357 0.943516 0.943355 0.943677 0.943465
3378 0.943517 0.943356 0.943678 0.943466
3399 0.943519 0.943357 0.94368 0.943466
3419 0.943519 0.943358 0.943681 0.943466
3440 0.943521 0.943359 0.943683 0.943466
3460 0.943523 0.943361 0.943685 0.943466
3481 0.943516 0.943354 0.943679 0.943467
3502 0.943514 0.943352 0.943677 0.943467
3522 0.943516 0.943353 0.943679 0.943467
3543 0.943516 0.943353 0.943679 0.943467
3563 0.943509 0.943346 0.943673 0.943467
3584 0.943508 0.943345 0.943671 0.943468
3605 0.943505 0.943342 0.943669 0.943468
3625 0.943505 0.943342 0.943669 0.943468
3646 0.943504 0.94334 0.943667 0.943468
3666 0.943502 0.943338 0.943666 0.943468
3687 0.943496 0.943332 0.94366 0.943468
3708 0.943504 0.94334 0.943669 0.943469
3728 0.943503 0.943339 0.943668 0.943469
3749 0.943514 0.94335 0.943678 0.943469
3769 0.94352 0.943356 0.943685 0.943469
3790 0.943517 0.943352 0.943682 0.943469
3811 0.943521 0.943356 0.943686 0.943469
3831 0.94352 0.943354 0.943685 0.94347
3852 0.943519 0.943354 0.943685 0.94347
3872 0.943514 0.943349 0.94368 0.94347
3893 0.943508 0.943342 0.943673 0.94347
3914 0.943507 0.943341 0.943673 0.94347
3934 0.943504 0.943338 0.943671 0.94347
3955 0.943507 0.943341 0.943673 0.943471
3975 0.943505 0.943338 0.943671 0.943471
3996 0.943506 0.943339 0.943672 0.943471
4017 0.943499 0.943332 0.943665 0.943471
4037 0.9435 0.943333 0.943666 0.943471
4058 0.943502 0.943335 0.943669 0.943471
4078 0.943502 0.943335 0.943669 0.943471
4099 0.9435 0.943333 0.943668 0.943472
4120 0.943499 0.943331 0.943666 0.943472
4140 0.943497 0.94333 0.943665 0.943472
4161 0.9435 0.943332 0.943668 0.943472
4181 0.943497 0.943329 0.943665 0.943472
4202 0.943502 0.943334 0.94367 0.943472
4223 0.943504 0.943336 0.943672 0.943472
4243 0.943508 0.943339 0.943676 0.943472
4264 0.943502 0.943334 0.943671 0.943473
4284 0.943504 0.943336 0.943673 0.943473
4305 0.943505 0.943336 0.943674 0.943473
4326 0.943505 0.943336 0.943674 0.943473
4346 0.943506 0.943337 0.943675 0.943473
4367 0.943508 0.943339 0.943677 0.943473
4387 0.943507 0.943338 0.943676 0.943473
4408 0.943508 0.943339 0.943678 0.943473
4429 0.943507 0.943337 0.943676 0.943474
4449 0.943503 0.943334 0.943673 0.943474
4470 0.943506 0.943336 0.943675 0.943474
4490 0.943508 0.943338 0.943678 0.943474
4511 0.943505 0.943335 0.943675 0.943474
4532 0.943507 0.943337 0.943677 0.943474
4552 0.943508 0.943338 0.943678 0.943474
4573 0.943509 0.943339 0.943679 0.943474
4593 0.943508 0.943338 0.943679 0.943474
4614 0.943502 0.943332 0.943673 0.943475
4635 0.943504 0.943333 0.943675 0.943475
4655 0.943504 0.943333 0.943675 0.943475
4676 0.943506 0.943335 0.943677 0.943475
4696 0.943511 0.94334 0.943681 0.943475
4717 0.943513 0.943342 0.943684 0.943475
4738 0.943516 0.943345 0.943687 0.943475
4758 0.943517 0.943346 0.943688 0.943475
4779 0.943511 0.94334 0.943682 0.943475
4799 0.943511 0.94334 0.943682 0.943476
4820 0.943509 0.943338 0.94368 0.943476
4841 0.943513 0.943342 0.943684 0.943476
4861 0.943515 0.943344 0.943687 0.943476
4882 0.943519 0.943348 0.94369 0.943476
4902 0.943522 0.943351 0.943694 0.943476
4923 0.943521 0.943349 0.943692 0.943476
4944 0.943521 0.94335 0.943693 0.943476
4964 0.943515 0.943344 0.943687 0.943476
4985 0.943511 0.943339 0.943683 0.943476
5005 0.943509 0.943338 0.943681 0.943477
5026 0.943511 0.943339 0.943683 0.943477
5047 0.943515 0.943343 0.943687 0.943477
5067 0.943514 0.943342 0.943686 0.943477
5088 0.943511 0.943339 0.943683 0.943477
5108 0.943509 0.943337 0.943681 0.943477
5129 0.94351 0.943338 0.943683 0.943477
5150 0.943512 0.94334 0.943685 0.943477
5170 0.943512 0.943339 0.943684 0.943477
5191 0.943513 0.943341 0.943685 0.943477
5211 0.943518 0.943345 0.94369 0.943477
5232 0.943516 0.943344 0.943689 0.943477
5253 0.943518 0.943345 0.94369 0.943478
5273 0.943519 0.943347 0.943692 0.943478
5294 0.943521 0.943348 0.943694 0.943478
5314 0.943521 0.943348 0.943694 0.943478
5335 0.943522 0.943349 0.943694 0.943478
5356 0.94352 0.943348 0.943693 0.943478
5376 0.94352 0.943347 0.943693 0.943478
5397 0.943521 0.943348 0.943694 0.943478
5417 0.943519 0.943346 0.943693 0.943478
5438 0.94352 0.943347 0.943693 0.943478
5459 0.94352 0.943347 0.943694 0.943478
5479 0.943517 0.943344 0.943691 0.943478
5500 0.943516 0.943342 0.943689 0.943479
5520 0.943517 0.943343 0.94369 0.943479
5541 0.943517 0.943344 0.943691 0.943479
5562 0.943521 0.943347 0.943695 0.943479
5582 0.943525 0.943351 0.943699 0.943479
5603 0.943528 0.943354 0.943702 0.943479
5623 0.943528 0.943354 0.943702 0.943479
5644 0.943529 0.943355 0.943703 0.943479
5665 0.943527 0.943353 0.943702 0.943479
5685 0.943526 0.943352 0.943701 0.943479
