//total_population estimated_relatedness lower_bound upper_bound relatedness
210 0.908863 0.908863 0.908863 0.908863
214 0.908855 0.908783 0.908926 0.908879
218 0.908926 0.908826 0.909026 0.908895
222 0.909005 0.908884 0.909126 0.90891
226 0.909025 0.908887 0.909162 0.908924
231 0.909072 0.908916 0.909227 0.908942
235 0.909095 0.908927 0.909262 0.908955
239 0.90911 0.90893 0.90929 0.908968
243 0.909111 0.908921 0.909302 0.908981
247 0.90914 0.90894 0.90934 0.908993
252 0.909121 0.90891 0.909331 0.909008
256 0.909112 0.908894 0.909329 0.909019
260 0.909119 0.908894 0.909345 0.90903
264 0.909145 0.908911 0.909378 0.90904
268 0.909132 0.908892 0.909372 0.909051
273 0.909175 0.908927 0.909423 0.909063
277 0.909164 0.908911 0.909418 0.909073
281 0.909167 0.908908 0.909427 0.909082
285 0.909185 0.90892 0.90945 0.909091
289 0.909272 0.909001 0.909542 0.9091
294 0.909254 0.908977 0.909531 0.909111
298 0.909266 0.908984 0.909547 0.909119
302 0.909303 0.909017 0.909589 0.909127
306 0.909323 0.909033 0.909614 0.909135
310 0.90931 0.909015 0.909604 0.909143
315 0.909347 0.909048 0.909647 0.909152
319 0.909368 0.909067 0.90967 0.909159
323 0.909394 0.909089 0.909699 0.909166
327 0.909405 0.909096 0.909714 0.909173
331 0.909425 0.909114 0.909737 0.90918
336 0.90946 0.909143 0.909776 0.909188
340 0.909502 0.909183 0.909821 0.909194
344 0.909525 0.909203 0.909846 0.909201
348 0.909547 0.909223 0.909871 0.909207
352 0.909544 0.909217 0.909871 0.909213
357 0.90947 0.909139 0.9098 0.90922
361 0.909452 0.909119 0.909785 0.909225
365 0.909451 0.909115 0.909786 0.909231
369 0.909463 0.909125 0.9098 0.909236
373 0.909474 0.909134 0.909814 0.909242
378 0.909503 0.909161 0.909845 0.909248
382 0.909519 0.909174 0.909864 0.909253
386 0.909489 0.909141 0.909836 0.909258
390 0.909506 0.909157 0.909855 0.909263
394 0.90949 0.909139 0.909841 0.909268
399 0.909448 0.909093 0.909802 0.909273
403 0.909469 0.909113 0.909825 0.909278
407 0.909464 0.909106 0.909822 0.909282
411 0.909476 0.909117 0.909836 0.909287
415 0.909452 0.909091 0.909814 0.909291
420 0.909435 0.909071 0.909799 0.909296
424 0.909426 0.909061 0.909792 0.9093
428 0.909427 0.909058 0.909795 0.909304
432 0.909448 0.909079 0.909818 0.909308
436 0.90944 0.909068 0.909811 0.909312
441 0.909442 0.90907 0.909815 0.909317
445 0.909427 0.909053 0.9098 0.90932
449 0.909418 0.909043 0.909794 0.909324
453 0.909453 0.909076 0.909831 0.909327
457 0.909494 0.909115 0.909872 0.909331
462 0.909522 0.909141 0.909902 0.909335
466 0.909532 0.909151 0.909913 0.909339
470 0.909547 0.909164 0.90993 0.909342
474 0.909548 0.909164 0.909932 0.909345
478 0.909526 0.909141 0.909911 0.909348
483 0.909585 0.909198 0.909972 0.909352
487 0.909592 0.909204 0.90998 0.909355
491 0.909592 0.909203 0.909981 0.909358
495 0.909547 0.909157 0.909938 0.909361
499 0.909546 0.909154 0.909937 0.909364
504 0.909569 0.909177 0.909962 0.909368
508 0.90955 0.909157 0.909944 0.909371
512 0.909542 0.909147 0.909938 0.909374
516 0.909549 0.909153 0.909946 0.909376
520 0.909548 0.90915 0.909946 0.909379
525 0.909572 0.909173 0.909971 0.909382
529 0.909563 0.909162 0.909963 0.909385
533 0.909529 0.909127 0.909931 0.909388
537 0.909523 0.90912 0.909926 0.90939
541 0.909532 0.909128 0.909935 0.909393
546 0.909545 0.90914 0.90995 0.909396
550 0.909543 0.909137 0.909948 0.909398
554 0.909527 0.909121 0.909934 0.9094
558 0.909532 0.909125 0.90994 0.909403
562 0.909533 0.909125 0.909941 0.909405
567 0.909536 0.909127 0.909944 0.909408
571 0.909536 0.909127 0.909946 0.90941
575 0.909542 0.909131 0.909953 0.909412
579 0.909551 0.90914 0.909962 0.909415
583 0.909547 0.909134 0.909959 0.909417
588 0.909559 0.909147 0.909972 0.909419
592 0.909551 0.909137 0.909965 0.909421
596 0.909564 0.909149 0.909978 0.909423
600 0.909561 0.909145 0.909976 0.909426
604 0.909587 0.909171 0.910002 0.909428
609 0.909573 0.909156 0.90999 0.90943
613 0.909588 0.909171 0.910006 0.909432
617 0.909575 0.909156 0.909993 0.909434
621 0.909586 0.909167 0.910005 0.909436
625 0.909603 0.909184 0.910023 0.909438
630 0.909601 0.909181 0.910022 0.90944
634 0.909612 0.90919 0.910033 0.909442
638 0.909593 0.909171 0.910015 0.909443
642 0.909594 0.909172 0.910016 0.909445
646 0.909589 0.909166 0.910012 0.909447
651 0.909594 0.909171 0.910018 0.909449
655 0.909595 0.909171 0.910019 0.909451
659 0.909604 0.90918 0.910028 0.909453
663 0.909611 0.909186 0.910035 0.909454
667 0.909623 0.909198 0.910048 0.909456
672 0.909654 0.909228 0.910079 0.909458
676 0.909653 0.909226 0.910079 0.909459
680 0.909651 0.909223 0.910078 0.909461
684 0.909668 0.909241 0.910096 0.909463
688 0.909665 0.909237 0.910093 0.909464
693 0.909678 0.90925 0.910107 0.909466
697 0.909668 0.909239 0.910097 0.909468
701 0.909659 0.90923 0.910089 0.909469
705 0.909659 0.909228 0.91009 0.90947
709 0.909652 0.90922 0.910083 0.909472
714 0.909667 0.909235 0.9101 0.909474
718 0.909646 0.909213 0.910079 0.909475
722 0.909645 0.909212 0.910079 0.909477
726 0.909659 0.909225 0.910093 0.909478
730 0.909661 0.909226 0.910095 0.909479
735 0.909651 0.909216 0.910086 0.909481
739 0.909661 0.909225 0.910096 0.909482
