//total_population estimated_relatedness lower_bound upper_bound relatedness
50 0.673469 nan nan 0.673469
51 0.673718 0.673534 0.673903 0.673725
52 0.673951 0.673692 0.67421 0.673972
53 0.67438 0.674068 0.674691 0.674208
54 0.674556 0.674197 0.674914 0.674436
55 0.674856 0.67446 0.675252 0.674655
56 0.675019 0.674588 0.675449 0.674866
57 0.675281 0.674822 0.67574 0.67507
58 0.675479 0.674993 0.675964 0.675267
59 0.675735 0.675224 0.676245 0.675456
60 0.675941 0.67541 0.676472 0.67564
61 0.676225 0.675674 0.676776 0.675817
62 0.676383 0.675813 0.676953 0.675988
63 0.676533 0.675944 0.677122 0.676154
64 0.676716 0.676109 0.677322 0.676315
65 0.676915 0.676294 0.677537 0.676471
66 0.677 0.676363 0.677637 0.676621
67 0.677199 0.676548 0.677849 0.676768
68 0.677256 0.676593 0.67792 0.67691
69 0.677416 0.676738 0.678094 0.677047
70 0.677581 0.67689 0.678272 0.677181
71 0.677709 0.677005 0.678413 0.677311
72 0.677887 0.677169 0.678606 0.677437
73 0.678072 0.677342 0.678803 0.67756
74 0.678144 0.677402 0.678886 0.677679
75 0.678122 0.677368 0.678875 0.677795
76 0.678323 0.67756 0.679086 0.677908
77 0.678374 0.677602 0.679145 0.678019
78 0.678491 0.677711 0.679271 0.678126
79 0.678621 0.67783 0.679412 0.67823
80 0.678794 0.677995 0.679592 0.678332
81 0.678935 0.678127 0.679743 0.678431
82 0.67906 0.678245 0.679875 0.678528
83 0.679147 0.678325 0.679968 0.678623
84 0.679205 0.678377 0.680033 0.678715
85 0.679207 0.678372 0.680041 0.678805
86 0.67927 0.678429 0.680111 0.678893
87 0.679338 0.67849 0.680186 0.678979
88 0.679338 0.678483 0.680193 0.679062
89 0.679472 0.678611 0.680333 0.679144
90 0.679534 0.678667 0.6804 0.679224
91 0.679687 0.678816 0.680558 0.679303
92 0.679703 0.678827 0.680579 0.679379
93 0.679842 0.67896 0.680723 0.679454
94 0.679879 0.678993 0.680765 0.679528
95 0.679972 0.679081 0.680864 0.679599
96 0.68003 0.679134 0.680927 0.67967
97 0.680049 0.679148 0.68095 0.679739
98 0.680093 0.679186 0.681001 0.679806
99 0.680112 0.679201 0.681023 0.679872
100 0.680166 0.67925 0.681081 0.679937
101 0.680198 0.679279 0.681117 0.68
102 0.680291 0.679368 0.681215 0.680062
103 0.680383 0.679455 0.681311 0.680123
104 0.680489 0.679557 0.681421 0.680183
105 0.680547 0.679611 0.681484 0.680241
106 0.680584 0.679644 0.681524 0.680299
107 0.680646 0.679702 0.68159 0.680355
108 0.68065 0.679704 0.681597 0.68041
109 0.680712 0.679763 0.681661 0.680465
110 0.680782 0.67983 0.681735 0.680518
111 0.680821 0.679866 0.681775 0.68057
112 0.680918 0.679961 0.681876 0.680622
113 0.680937 0.679975 0.681898 0.680672
114 0.680995 0.680028 0.681961 0.680722
115 0.681077 0.680108 0.682047 0.680771
116 0.681147 0.680174 0.682121 0.680818
117 0.681151 0.680175 0.682127 0.680865
118 0.681148 0.68017 0.682126 0.680912
119 0.681266 0.680284 0.682247 0.680957
120 0.681306 0.680322 0.682291 0.681002
121 0.681361 0.680373 0.682348 0.681046
122 0.681498 0.680507 0.682489 0.681089
123 0.681605 0.680611 0.6826 0.681131
124 0.681655 0.680659 0.682652 0.681173
125 0.681662 0.680664 0.68266 0.681214
126 0.68168 0.68068 0.682681 0.681255
127 0.681724 0.680721 0.682727 0.681295
128 0.681766 0.680761 0.682772 0.681334
129 0.681824 0.680815 0.682832 0.681373
130 0.681881 0.680869 0.682893 0.681411
131 0.681917 0.680903 0.682931 0.681448
132 0.6819 0.680885 0.682916 0.681485
133 0.682018 0.680999 0.683037 0.681521
134 0.682077 0.681056 0.683098 0.681557
135 0.682085 0.681063 0.683108 0.681592
136 0.682118 0.681092 0.683144 0.681627
137 0.682169 0.681141 0.683197 0.681661
138 0.682234 0.681204 0.683264 0.681695
139 0.682225 0.681193 0.683257 0.681728
140 0.682264 0.681229 0.683299 0.68176
141 0.682334 0.681297 0.683371 0.681793
142 0.682384 0.681346 0.683423 0.681825
143 0.682403 0.681362 0.683443 0.681856
144 0.682474 0.681431 0.683517 0.681887
145 0.682501 0.681456 0.683546 0.681917
146 0.682442 0.681394 0.683489 0.681947
147 0.682455 0.681406 0.683504 0.681977
148 0.682471 0.68142 0.683521 0.682006
149 0.682565 0.681513 0.683617 0.682035
150 0.68256 0.681506 0.683614 0.682063
151 0.682555 0.681499 0.68361 0.682092
152 0.682607 0.68155 0.683664 0.682119
153 0.682647 0.681589 0.683705 0.682147
154 0.682672 0.681611 0.683732 0.682174
155 0.682725 0.681663 0.683787 0.6822
156 0.682722 0.681658 0.683786 0.682226
157 0.682764 0.681698 0.68383 0.682252
158 0.682818 0.681751 0.683884 0.682278
159 0.682801 0.681732 0.683869 0.682303
160 0.682793 0.681723 0.683863 0.682328
161 0.682809 0.681737 0.68388 0.682353
162 0.682791 0.681718 0.683865 0.682377
163 0.682851 0.681776 0.683927 0.682401
164 0.682872 0.681796 0.683948 0.682425
165 0.682861 0.681784 0.683939 0.682449
166 0.682867 0.681789 0.683945 0.682472
167 0.68292 0.681842 0.683999 0.682495
168 0.68295 0.68187 0.684029 0.682517
169 0.682914 0.681833 0.683994 0.68254
170 0.682992 0.681911 0.684074 0.682562
171 0.683042 0.681959 0.684125 0.682584
172 0.683037 0.681952 0.684122 0.682605
173 0.68307 0.681984 0.684156 0.682627
174 0.683113 0.682025 0.684201 0.682648
175 0.683165 0.682076 0.684254 0.682668
176 0.683261 0.68217 0.684352 0.682689
177 0.683302 0.682209 0.684394 0.682709
178 0.683333 0.682239 0.684427 0.68273
179 0.68338 0.682285 0.684475 0.68275
180 0.683422 0.682325 0.684518 0.682769
181 0.68347 0.682372 0.684568 0.682789
182 0.683443 0.682344 0.684542 0.682808
183 0.683401 0.682301 0.684502 0.682827
184 0.68341 0.682309 0.684511 0.682846
185 0.683418 0.682317 0.68452 0.682864
186 0.683387 0.682284 0.68449 0.682883
187 0.683429 0.682325 0.684533 0.682901
188 0.683411 0.682305 0.684517 0.682919
189 0.683445 0.682339 0.684552 0.682937
190 0.683408 0.682301 0.684516 0.682955
191 0.683461 0.682353 0.684569 0.682972
192 0.683491 0.682382 0.684599 0.682989
193 0.683545 0.682435 0.684654 0.683007
194 0.683565 0.682454 0.684676 0.683023
195 0.68356 0.682448 0.684671 0.68304
196 0.683573 0.68246 0.684686 0.683057
197 0.683593 0.68248 0.684707 0.683073
198 0.683587 0.682473 0.684702 0.683089
199 0.683571 0.682455 0.684687 0.683106
200 0.683602 0.682486 0.684718 0.683121
201 0.683646 0.68253 0.684763 0.683137
202 0.683676 0.682558 0.684793 0.683153
203 0.683707 0.682588 0.684826 0.683168
204 0.683672 0.682553 0.684792 0.683184
205 0.683707 0.682586 0.684827 0.683199
206 0.68376 0.682639 0.684881 0.683214
207 0.683812 0.68269 0.684935 0.683229
208 0.683835 0.682712 0.684958 0.683243
209 0.68389 0.682766 0.685015 0.683258
210 0.683863 0.682738 0.684988 0.683272
211 0.683869 0.682742 0.684996 0.683287
212 0.683909 0.682782 0.685036 0.683301
213 0.683894 0.682766 0.685022 0.683315
214 0.683877 0.682748 0.685006 0.683329
215 0.683887 0.682757 0.685017 0.683342
216 0.683923 0.682792 0.685054 0.683356
217 0.683936 0.682804 0.685068 0.68337
218 0.683942 0.68281 0.685075 0.683383
219 0.683949 0.682815 0.685082 0.683396
220 0.683981 0.682847 0.685115 0.683409
221 0.684012 0.682877 0.685146 0.683422
222 0.684021 0.682886 0.685156 0.683435
223 0.684031 0.682896 0.685167 0.683448
224 0.684043 0.682906 0.685179 0.683461
225 0.684069 0.682932 0.685206 0.683473
