//total_population estimated_relatedness lower_bound upper_bound relatedness
230 0.772166 nan nan 0.772166
234 0.772222 0.772139 0.772306 0.7722
239 0.772321 0.772198 0.772444 0.772241
243 0.772462 0.772314 0.77261 0.772272
248 0.772591 0.772419 0.772763 0.77231
253 0.77263 0.772437 0.772823 0.772346
257 0.772644 0.772437 0.772852 0.772374
262 0.772692 0.772468 0.772915 0.772408
266 0.772748 0.772512 0.772983 0.772434
271 0.77277 0.77252 0.77302 0.772466
276 0.772771 0.772508 0.773033 0.772496
280 0.772786 0.772516 0.773056 0.77252
285 0.772865 0.772584 0.773145 0.772548
289 0.772834 0.772545 0.773123 0.77257
294 0.772849 0.77255 0.773148 0.772597
299 0.772881 0.772574 0.773188 0.772623
303 0.772908 0.772594 0.773222 0.772643
308 0.772924 0.772602 0.773246 0.772667
312 0.772951 0.772623 0.773279 0.772686
317 0.773013 0.772679 0.773347 0.772709
322 0.773036 0.772695 0.773376 0.772732
326 0.773027 0.772683 0.773372 0.772749
331 0.773035 0.772683 0.773386 0.77277
335 0.773081 0.772724 0.773438 0.772786
340 0.773074 0.772712 0.773436 0.772806
345 0.773049 0.772681 0.773417 0.772826
349 0.773072 0.7727 0.773444 0.772841
354 0.773102 0.772724 0.773479 0.772859
358 0.773165 0.772783 0.773548 0.772874
363 0.773159 0.772772 0.773547 0.772891
368 0.773209 0.772817 0.7736 0.772908
372 0.773171 0.772776 0.773565 0.772921
377 0.773143 0.772745 0.773542 0.772938
381 0.773166 0.772763 0.773568 0.77295
386 0.773163 0.772756 0.773571 0.772966
391 0.773165 0.772755 0.773576 0.772981
395 0.773137 0.772723 0.773551 0.772992
400 0.773123 0.772706 0.773541 0.773007
404 0.773144 0.772723 0.773565 0.773018
409 0.773193 0.772768 0.773619 0.773032
414 0.773211 0.772782 0.773639 0.773045
418 0.773194 0.772763 0.773626 0.773056
423 0.773213 0.772779 0.773646 0.773068
427 0.773216 0.77278 0.773653 0.773079
432 0.773222 0.772782 0.773663 0.773091
437 0.773223 0.77278 0.773666 0.773103
441 0.773247 0.772803 0.773692 0.773112
446 0.773259 0.772812 0.773706 0.773124
450 0.773257 0.772808 0.773705 0.773133
455 0.773278 0.772826 0.77373 0.773144
460 0.773264 0.77281 0.773719 0.773155
464 0.773247 0.77279 0.773704 0.773163
469 0.773256 0.772797 0.773716 0.773174
473 0.773241 0.77278 0.773702 0.773182
478 0.773235 0.772772 0.773699 0.773192
483 0.773235 0.772769 0.773702 0.773202
487 0.773244 0.772776 0.773712 0.773209
492 0.773245 0.772776 0.773714 0.773219
496 0.773252 0.772782 0.773723 0.773226
501 0.773257 0.772784 0.773731 0.773235
506 0.77324 0.772764 0.773715 0.773244
510 0.773232 0.772754 0.773709 0.773251
515 0.773242 0.772763 0.773721 0.77326
519 0.773246 0.772766 0.773726 0.773267
524 0.773257 0.772775 0.773739 0.773275
529 0.773249 0.772765 0.773734 0.773283
533 0.77326 0.772774 0.773747 0.77329
538 0.773235 0.772747 0.773724 0.773298
542 0.773207 0.772717 0.773696 0.773304
547 0.773245 0.772753 0.773737 0.773312
552 0.77325 0.772757 0.773744 0.773319
556 0.773258 0.772764 0.773752 0.773325
561 0.773263 0.772768 0.773758 0.773332
565 0.773283 0.772787 0.773779 0.773338
570 0.773278 0.77278 0.773775 0.773345
575 0.773284 0.772784 0.773783 0.773352
579 0.773307 0.772807 0.773807 0.773357
584 0.773297 0.772795 0.773798 0.773364
588 0.773279 0.772776 0.773782 0.773369
593 0.773295 0.772791 0.773798 0.773376
598 0.773319 0.772814 0.773824 0.773382
602 0.773313 0.772807 0.773819 0.773387
607 0.773336 0.772829 0.773843 0.773393
611 0.773341 0.772833 0.773848 0.773398
616 0.773345 0.772836 0.773854 0.773404
621 0.773361 0.772851 0.773871 0.77341
625 0.773361 0.772851 0.773872 0.773415
630 0.773373 0.772861 0.773884 0.773421
634 0.77339 0.772878 0.773902 0.773425
639 0.773392 0.772879 0.773906 0.773431
644 0.773394 0.772879 0.773909 0.773436
648 0.773402 0.772887 0.773917 0.773441
653 0.773379 0.772863 0.773896 0.773446
657 0.773384 0.772866 0.773901 0.77345
662 0.773384 0.772865 0.773903 0.773456
667 0.77338 0.772861 0.7739 0.773461
671 0.773393 0.772872 0.773913 0.773465
676 0.77342 0.772898 0.773942 0.77347
680 0.773438 0.772915 0.773961 0.773474
685 0.773471 0.772947 0.773995 0.773478
690 0.773456 0.772931 0.773981 0.773483
694 0.773478 0.772953 0.774003 0.773487
699 0.773491 0.772965 0.774017 0.773492
703 0.773476 0.772949 0.774003 0.773495
708 0.773485 0.772958 0.774013 0.7735
713 0.773488 0.772959 0.774016 0.773504
717 0.773502 0.772972 0.774031 0.773508
722 0.773508 0.772978 0.774038 0.773512
726 0.773492 0.772961 0.774023 0.773516
731 0.773485 0.772953 0.774017 0.77352
736 0.773507 0.772974 0.774039 0.773524
740 0.773496 0.772963 0.774029 0.773528
745 0.773523 0.772989 0.774056 0.773532
749 0.773519 0.772984 0.774053 0.773535
754 0.773507 0.772971 0.774042 0.773539
759 0.773521 0.772984 0.774057 0.773543
763 0.773515 0.772977 0.774052 0.773546
768 0.773506 0.772968 0.774044 0.77355
772 0.773493 0.772954 0.774031 0.773553
777 0.773483 0.772943 0.774022 0.773557
782 0.773469 0.772929 0.774009 0.773561
786 0.773472 0.772932 0.774013 0.773563
791 0.77348 0.772939 0.774022 0.773567
795 0.773485 0.772944 0.774027 0.77357
800 0.773483 0.77294 0.774025 0.773574
805 0.773505 0.772962 0.774048 0.773577
809 0.773509 0.772965 0.774052 0.77358
814 0.773517 0.772973 0.774061 0.773583
818 0.773526 0.772981 0.77407 0.773586
823 0.773542 0.772996 0.774088 0.773589
828 0.773542 0.772996 0.774089 0.773593
832 0.773561 0.773015 0.774108 0.773595
837 0.77356 0.773013 0.774107 0.773599
841 0.773566 0.773018 0.774113 0.773601
846 0.773546 0.772998 0.774094 0.773604
851 0.773546 0.772998 0.774095 0.773607
855 0.773556 0.773006 0.774105 0.77361
860 0.773533 0.772982 0.774083 0.773613
864 0.773555 0.773004 0.774105 0.773615
869 0.773555 0.773004 0.774107 0.773618
874 0.773557 0.773005 0.77411 0.773621
878 0.773571 0.773019 0.774124 0.773624
883 0.77358 0.773027 0.774133 0.773627
887 0.773587 0.773033 0.77414 0.773629
892 0.773584 0.77303 0.774139 0.773632
897 0.773579 0.773025 0.774134 0.773635
901 0.773579 0.773024 0.774133 0.773637
906 0.773575 0.77302 0.774129 0.77364
910 0.773571 0.773015 0.774126 0.773642
915 0.773571 0.773015 0.774128 0.773645
920 0.773575 0.773018 0.774132 0.773647
924 0.773587 0.773029 0.774144 0.773649
929 0.773585 0.773027 0.774143 0.773652
933 0.773593 0.773035 0.774152 0.773654
938 0.773591 0.773032 0.774149 0.773657
943 0.773613 0.773054 0.774172 0.773659
947 0.773608 0.773048 0.774167 0.773661
952 0.773577 0.773017 0.774138 0.773664
956 0.773561 0.773001 0.774122 0.773666
961 0.773536 0.772974 0.774097 0.773668
966 0.773529 0.772967 0.774091 0.773671
970 0.773517 0.772954 0.774079 0.773673
975 0.773526 0.772963 0.774089 0.773675
979 0.773524 0.77296 0.774087 0.773677
984 0.773541 0.772977 0.774104 0.773679
989 0.773559 0.772995 0.774123 0.773682
993 0.773563 0.772999 0.774128 0.773684
998 0.773562 0.772997 0.774126 0.773686
1002 0.773572 0.773007 0.774137 0.773688
1007 0.773577 0.773012 0.774143 0.77369
1012 0.773575 0.773009 0.774141 0.773692
1016 0.773564 0.772997 0.77413 0.773694
1021 0.77357 0.773003 0.774137 0.773696
1025 0.773577 0.773009 0.774144 0.773698
1030 0.773567 0.772999 0.774134 0.7737
1035 0.773595 0.773026 0.774163 0.773702
1039 0.773618 0.773049 0.774187 0.773704
1044 0.773596 0.773027 0.774165 0.773706
1048 0.773598 0.773029 0.774167 0.773707
1053 0.773575 0.773005 0.774145 0.77371
