//total_population estimated_relatedness lower_bound upper_bound relatedness
300 0.554069 0.554069 0.554069 0.554069
306 0.554136 0.554085 0.554186 0.554127
312 0.554197 0.554127 0.554266 0.554183
318 0.554266 0.554182 0.55435 0.554237
324 0.554281 0.554185 0.554377 0.554289
330 0.554316 0.554209 0.554422 0.554339
336 0.554327 0.554212 0.554443 0.554388
342 0.554383 0.55426 0.554507 0.554434
348 0.554429 0.554298 0.55456 0.554479
354 0.554419 0.55428 0.554557 0.554522
360 0.55446 0.554315 0.554605 0.554564
366 0.554498 0.554348 0.554649 0.554605
372 0.554525 0.554369 0.554681 0.554644
378 0.554567 0.554406 0.554728 0.554682
384 0.554617 0.554453 0.554782 0.554719
390 0.554654 0.554484 0.554824 0.554755
396 0.554704 0.55453 0.554879 0.554789
402 0.554746 0.554568 0.554925 0.554823
408 0.554777 0.554595 0.554959 0.554855
414 0.554797 0.554612 0.554983 0.554887
420 0.554852 0.554663 0.555041 0.554918
426 0.554893 0.5547 0.555085 0.554948
432 0.554925 0.554729 0.55512 0.554977
438 0.554965 0.554767 0.555163 0.555005
444 0.554962 0.554761 0.555162 0.555032
450 0.554986 0.554782 0.55519 0.555059
456 0.555031 0.554824 0.555238 0.555085
462 0.555078 0.554869 0.555287 0.55511
468 0.555084 0.554872 0.555295 0.555135
474 0.555101 0.554887 0.555316 0.555159
480 0.555124 0.554908 0.555341 0.555183
486 0.555144 0.554926 0.555363 0.555205
492 0.555185 0.554964 0.555406 0.555228
498 0.555208 0.554985 0.555431 0.55525
504 0.555248 0.555023 0.555473 0.555271
510 0.555263 0.555037 0.55549 0.555292
516 0.555286 0.555058 0.555514 0.555312
522 0.55533 0.5551 0.55556 0.555332
528 0.555349 0.555117 0.555581 0.555351
534 0.555376 0.555143 0.55561 0.55537
540 0.555416 0.555181 0.555651 0.555388
546 0.55544 0.555203 0.555676 0.555407
552 0.555464 0.555226 0.555701 0.555424
558 0.555494 0.555254 0.555733 0.555442
564 0.555511 0.555271 0.555752 0.555459
570 0.555503 0.55526 0.555745 0.555475
576 0.555516 0.555273 0.555759 0.555491
582 0.555543 0.555299 0.555787 0.555507
588 0.555557 0.555311 0.555802 0.555523
594 0.555556 0.555309 0.555802 0.555538
600 0.555568 0.555321 0.555816 0.555553
606 0.555573 0.555324 0.555821 0.555568
612 0.55561 0.55536 0.55586 0.555582
618 0.555639 0.555387 0.55589 0.555596
624 0.55565 0.555397 0.555902 0.55561
630 0.555669 0.555416 0.555923 0.555624
636 0.555696 0.555441 0.55595 0.555637
642 0.555706 0.55545 0.555962 0.55565
648 0.555696 0.555439 0.555953 0.555663
654 0.555713 0.555455 0.555971 0.555675
660 0.555714 0.555454 0.555973 0.555688
666 0.55572 0.55546 0.55598 0.5557
672 0.555734 0.555473 0.555995 0.555712
678 0.555744 0.555482 0.556005 0.555723
684 0.555757 0.555494 0.55602 0.555735
690 0.555772 0.555509 0.556036 0.555746
