//total_population estimated_relatedness lower_bound upper_bound relatedness
110 0.833194 nan nan 0.833194
112 0.833205 0.833087 0.833322 0.833248
114 0.833295 0.833132 0.833459 0.833301
116 0.833387 0.83319 0.833584 0.833351
118 0.833377 0.833151 0.833603 0.8334
121 0.833392 0.833127 0.833656 0.83347
123 0.833449 0.833166 0.833732 0.833515
125 0.833424 0.833121 0.833726 0.833558
127 0.833481 0.83316 0.833801 0.8336
129 0.833506 0.833169 0.833843 0.83364
132 0.833592 0.833236 0.833947 0.833699
134 0.83364 0.833271 0.834008 0.833737
136 0.833634 0.833255 0.834014 0.833773
138 0.833747 0.833356 0.834138 0.833809
140 0.833739 0.833337 0.834142 0.833843
143 0.833812 0.833395 0.834229 0.833893
145 0.8338 0.833375 0.834226 0.833925
147 0.833866 0.833432 0.834299 0.833956
149 0.833886 0.833444 0.834328 0.833986
151 0.833836 0.833385 0.834288 0.834016
154 0.833904 0.833443 0.834365 0.834059
156 0.833929 0.833459 0.834399 0.834086
158 0.833989 0.833512 0.834466 0.834113
160 0.834008 0.833523 0.834493 0.834139
162 0.834017 0.833525 0.834508 0.834165
165 0.833956 0.833454 0.834458 0.834202
167 0.833988 0.83348 0.834496 0.834226
169 0.834021 0.833506 0.834536 0.83425
171 0.834023 0.833502 0.834544 0.834273
173 0.833996 0.83347 0.834522 0.834295
176 0.834073 0.833539 0.834606 0.834328
178 0.834144 0.833606 0.834682 0.834349
180 0.834209 0.833666 0.834752 0.83437
182 0.834269 0.833722 0.834817 0.83439
184 0.834307 0.833755 0.834859 0.83441
187 0.834328 0.833771 0.834886 0.834439
189 0.834398 0.833837 0.83496 0.834457
191 0.834415 0.83385 0.834981 0.834476
193 0.834456 0.833885 0.835026 0.834494
195 0.834438 0.833864 0.835012 0.834511
198 0.834429 0.833849 0.83501 0.834537
200 0.834476 0.833891 0.83506 0.834554
202 0.834528 0.83394 0.835116 0.83457
204 0.834564 0.833973 0.835154 0.834586
206 0.834642 0.834048 0.835237 0.834602
209 0.834672 0.834074 0.83527 0.834625
211 0.834683 0.834082 0.835284 0.83464
213 0.83463 0.834026 0.835234 0.834655
215 0.834625 0.834018 0.835232 0.834669
217 0.834604 0.833994 0.835214 0.834683
220 0.834631 0.834017 0.835245 0.834704
222 0.834633 0.834017 0.835249 0.834717
224 0.834599 0.83398 0.835219 0.834731
226 0.834596 0.833975 0.835218 0.834744
228 0.834569 0.833945 0.835193 0.834757
231 0.834518 0.83389 0.835147 0.834775
233 0.834493 0.833862 0.835124 0.834788
235 0.834466 0.833833 0.8351 0.8348
237 0.834479 0.833843 0.835114 0.834812
239 0.834486 0.833849 0.835124 0.834823
242 0.834499 0.833858 0.83514 0.83484
244 0.834524 0.833881 0.835167 0.834852
246 0.834552 0.833908 0.835196 0.834863
248 0.834562 0.833916 0.835208 0.834874
250 0.834587 0.833938 0.835236 0.834884
253 0.834587 0.833937 0.835238 0.8349
255 0.834671 0.834018 0.835323 0.83491
257 0.834688 0.834034 0.835343 0.83492
259 0.834632 0.833977 0.835288 0.83493
261 0.834633 0.833976 0.835291 0.83494
264 0.834628 0.833968 0.835288 0.834954
266 0.834617 0.833956 0.835279 0.834964
268 0.834591 0.833927 0.835255 0.834973
270 0.834601 0.833935 0.835268 0.834982
272 0.834603 0.833935 0.835271 0.834991
275 0.834622 0.833952 0.835293 0.835004
277 0.834645 0.833973 0.835317 0.835013
279 0.834669 0.833996 0.835342 0.835021
281 0.834665 0.83399 0.83534 0.83503
283 0.834666 0.83399 0.835342 0.835038
286 0.834729 0.834051 0.835408 0.83505
288 0.834747 0.834068 0.835427 0.835058
290 0.834729 0.834048 0.83541 0.835066
292 0.834752 0.83407 0.835433 0.835074
294 0.834736 0.834053 0.83542 0.835082
297 0.834725 0.83404 0.835411 0.835093
299 0.834756 0.83407 0.835441 0.835101
301 0.83478 0.834094 0.835467 0.835108
303 0.834786 0.834098 0.835474 0.835115
305 0.834776 0.834086 0.835466 0.835122
308 0.834753 0.834061 0.835446 0.835133
310 0.834765 0.834071 0.835458 0.83514
312 0.834791 0.834096 0.835486 0.835146
314 0.834808 0.834111 0.835504 0.835153
316 0.834805 0.834108 0.835503 0.83516
319 0.834804 0.834105 0.835502 0.83517
321 0.8348 0.834101 0.8355 0.835176
323 0.834803 0.834103 0.835504 0.835182
325 0.834819 0.834116 0.835521 0.835189
327 0.834809 0.834105 0.835513 0.835195
330 0.834823 0.834117 0.835528 0.835204
332 0.834781 0.834075 0.835487 0.83521
334 0.834769 0.834062 0.835476 0.835216
336 0.834763 0.834055 0.835471 0.835222
338 0.834762 0.834053 0.83547 0.835228
341 0.83481 0.8341 0.83552 0.835236
343 0.834846 0.834135 0.835557 0.835242
345 0.834858 0.834147 0.83557 0.835248
347 0.834867 0.834154 0.835579 0.835253
349 0.834868 0.834155 0.835582 0.835258
352 0.834846 0.834131 0.83556 0.835267
354 0.83487 0.834155 0.835584 0.835272
356 0.834858 0.834142 0.835574 0.835277
358 0.834843 0.834125 0.83556 0.835282
360 0.834847 0.834128 0.835566 0.835287
363 0.834875 0.834155 0.835596 0.835295
365 0.834876 0.834155 0.835596 0.8353
367 0.83488 0.834157 0.835602 0.835305
369 0.834892 0.834168 0.835615 0.83531
371 0.834862 0.834137 0.835586 0.835314
374 0.83487 0.834144 0.835595 0.835322
376 0.83487 0.834145 0.835596 0.835326
378 0.834881 0.834155 0.835608 0.835331
380 0.834875 0.834147 0.835602 0.835335
382 0.834867 0.834139 0.835595 0.83534
385 0.834882 0.834153 0.835611 0.835347
387 0.834917 0.834188 0.835646 0.835351
389 0.834892 0.834163 0.835622 0.835356
391 0.83494 0.834211 0.83567 0.83536
393 0.834958 0.834228 0.835689 0.835364
396 0.834905 0.834174 0.835636 0.83537
398 0.834895 0.834163 0.835626 0.835375
400 0.834893 0.834159 0.835626 0.835379
402 0.834891 0.834157 0.835625 0.835383
404 0.834884 0.83415 0.835619 0.835387
407 0.834952 0.834217 0.835688 0.835393
409 0.834972 0.834236 0.835708 0.835397
411 0.834952 0.834215 0.835689 0.835401
413 0.834939 0.834202 0.835677 0.835405
415 0.834963 0.834224 0.835701 0.835409
418 0.834971 0.834232 0.83571 0.835414
420 0.834984 0.834245 0.835724 0.835418
422 0.83497 0.834229 0.83571 0.835422
424 0.834989 0.834248 0.83573 0.835425
426 0.834981 0.834239 0.835723 0.835429
429 0.834994 0.834251 0.835738 0.835434
431 0.835005 0.834261 0.83575 0.835438
433 0.835007 0.834262 0.835753 0.835442
435 0.835026 0.83428 0.835772 0.835445
437 0.835035 0.834289 0.835782 0.835448
440 0.835055 0.834308 0.835802 0.835454
442 0.835059 0.834311 0.835806 0.835457
444 0.835065 0.834318 0.835812 0.83546
446 0.835074 0.834326 0.835821 0.835464
448 0.835097 0.834349 0.835845 0.835467
451 0.835102 0.834353 0.835851 0.835472
453 0.835097 0.834347 0.835847 0.835475
455 0.835101 0.834351 0.835851 0.835478
457 0.835127 0.834376 0.835877 0.835481
459 0.835127 0.834376 0.835878 0.835485
462 0.835147 0.834395 0.835898 0.835489
464 0.835137 0.834385 0.83589 0.835492
466 0.835119 0.834366 0.835873 0.835495
468 0.835152 0.834398 0.835905 0.835498
470 0.835146 0.834391 0.8359 0.835501
473 0.835141 0.834386 0.835896 0.835506
475 0.83515 0.834395 0.835906 0.835509
477 0.835152 0.834396 0.835908 0.835512
479 0.835161 0.834405 0.835917 0.835514
481 0.835156 0.834399 0.835912 0.835517
484 0.83517 0.834413 0.835927 0.835522
486 0.835177 0.83442 0.835934 0.835524
488 0.835167 0.834409 0.835924 0.835527
490 0.835176 0.834418 0.835935 0.83553
492 0.835172 0.834413 0.835931 0.835533
495 0.835191 0.834431 0.83595 0.835537
497 0.835199 0.834439 0.835959 0.835539
499 0.835214 0.834454 0.835974 0.835542
501 0.835223 0.834462 0.835984 0.835545
503 0.83525 0.834489 0.836011 0.835547
506 0.835273 0.834511 0.836035 0.835551
508 0.835283 0.834521 0.836046 0.835554
510 0.835287 0.834524 0.83605 0.835556
512 0.835309 0.834545 0.836073 0.835559
514 0.835293 0.83453 0.836057 0.835561
517 0.835314 0.83455 0.836078 0.835565
519 0.835322 0.834557 0.836086 0.835567
521 0.835299 0.834534 0.836064 0.83557
523 0.835293 0.834528 0.836058 0.835572
525 0.83531 0.834544 0.836076 0.835575
528 0.835328 0.834562 0.836095 0.835578
530 0.835326 0.83456 0.836093 0.835581
532 0.835327 0.83456 0.836093 0.835583
534 0.835341 0.834574 0.836108 0.835585
536 0.83535 0.834583 0.836117 0.835587
539 0.835344 0.834576 0.836111 0.835591
541 0.835354 0.834585 0.836122 0.835593
543 0.835363 0.834594 0.836132 0.835595
545 0.835381 0.834612 0.83615 0.835598
547 0.8354 0.834631 0.83617 0.8356
550 0.835395 0.834625 0.836165 0.835603
552 0.835395 0.834625 0.836166 0.835605
554 0.835409 0.834638 0.83618 0.835607
556 0.83539 0.834619 0.836161 0.83561
558 0.835382 0.834611 0.836153 0.835612
561 0.8354 0.834628 0.836171 0.835615
563 0.835391 0.83462 0.836163 0.835617
565 0.835401 0.834629 0.836174 0.835619
567 0.835401 0.834629 0.836174 0.835621
569 0.835396 0.834623 0.836169 0.835623
572 0.835392 0.834618 0.836166 0.835626
574 0.835399 0.834625 0.836173 0.835628
576 0.835405 0.834631 0.836179 0.83563
578 0.835425 0.83465 0.836199 0.835632
580 0.835439 0.834664 0.836214 0.835634
583 0.835452 0.834676 0.836227 0.835637
585 0.835442 0.834666 0.836217 0.835639
587 0.835433 0.834656 0.836209 0.835641
589 0.83543 0.834653 0.836206 0.835643
591 0.835443 0.834666 0.836219 0.835645
594 0.835462 0.834685 0.836239 0.835647
596 0.835454 0.834676 0.836232 0.835649
598 0.835456 0.834678 0.836234 0.835651
600 0.835457 0.83468 0.836235 0.835653
602 0.835468 0.83469 0.836246 0.835655
605 0.835481 0.834702 0.836259 0.835657
607 0.83548 0.834701 0.836258 0.835659
609 0.835475 0.834696 0.836255 0.835661
611 0.835477 0.834697 0.836256 0.835663
613 0.83547 0.83469 0.836249 0.835665
616 0.835464 0.834684 0.836245 0.835667
618 0.835464 0.834683 0.836244 0.835669
620 0.835455 0.834674 0.836235 0.835671
622 0.835467 0.834686 0.836248 0.835672
624 0.835466 0.834685 0.836247 0.835674
627 0.83548 0.834698 0.836261 0.835677
629 0.835499 0.834717 0.836281 0.835678
631 0.835487 0.834704 0.836269 0.83568
633 0.835486 0.834704 0.836269 0.835681
635 0.83548 0.834697 0.836263 0.835683
638 0.835507 0.834724 0.836291 0.835686
640 0.835505 0.834722 0.836289 0.835687
642 0.835499 0.834715 0.836283 0.835689
644 0.835503 0.834719 0.836288 0.83569
646 0.835525 0.83474 0.836309 0.835692
649 0.835529 0.834744 0.836314 0.835694
651 0.835534 0.834748 0.836319 0.835696
653 0.835525 0.834739 0.836311 0.835697
655 0.83554 0.834754 0.836326 0.835699
657 0.83553 0.834743 0.836316 0.8357
660 0.835535 0.834748 0.836322 0.835703
662 0.83553 0.834743 0.836318 0.835704
664 0.835537 0.834749 0.836325 0.835706
666 0.835542 0.834754 0.83633 0.835707
668 0.835524 0.834736 0.836312 0.835709
671 0.8355 0.834711 0.836288 0.835711
673 0.835493 0.834704 0.836282 0.835712
675 0.835498 0.834709 0.836287 0.835714
677 0.83551 0.83472 0.836299 0.835715
679 0.835506 0.834716 0.836295 0.835717
682 0.835503 0.834714 0.836293 0.835719
684 0.835512 0.834722 0.836302 0.83572
686 0.835511 0.834721 0.836302 0.835722
688 0.835502 0.834711 0.836292 0.835723
690 0.835514 0.834724 0.836305 0.835724
693 0.835514 0.834724 0.836305 0.835726
695 0.835503 0.834712 0.836294 0.835728
697 0.835514 0.834723 0.836304 0.835729
699 0.835509 0.834718 0.836299 0.83573
701 0.835508 0.834716 0.836299 0.835732
704 0.83551 0.834718 0.836301 0.835734
706 0.835522 0.83473 0.836313 0.835735
708 0.835521 0.834729 0.836312 0.835736
710 0.835513 0.834721 0.836304 0.835738
712 0.835505 0.834713 0.836297 0.835739
715 0.835495 0.834703 0.836288 0.835741
717 0.835487 0.834694 0.836279 0.835742
719 0.835487 0.834694 0.836279 0.835744
721 0.835483 0.83469 0.836276 0.835745
723 0.835468 0.834675 0.83626 0.835746
726 0.835477 0.834685 0.83627 0.835748
728 0.835482 0.834689 0.836275 0.835749
730 0.835491 0.834698 0.836284 0.83575
732 0.835485 0.834692 0.836279 0.835752
734 0.835468 0.834674 0.836262 0.835753
737 0.835475 0.834681 0.836269 0.835755
739 0.835476 0.834682 0.836271 0.835756
741 0.835483 0.834688 0.836277 0.835757
743 0.83548 0.834686 0.836274 0.835758
745 0.835483 0.834689 0.836277 0.83576
748 0.835475 0.83468 0.83627 0.835761
750 0.835473 0.834678 0.836268 0.835762
752 0.835466 0.834671 0.836261 0.835764
754 0.835467 0.834672 0.836262 0.835765
756 0.835467 0.834671 0.836262 0.835766
759 0.835465 0.834669 0.83626 0.835768
761 0.835478 0.834682 0.836274 0.835769
763 0.835496 0.8347 0.836292 0.83577
765 0.835491 0.834694 0.836287 0.835771
