//total_population estimated_relatedness lower_bound upper_bound relatedness
700 0.591253 nan nan 0.591253
714 0.591258 0.591218 0.591298 0.591276
728 0.591272 0.591215 0.591328 0.591298
742 0.59133 0.591261 0.591399 0.591319
756 0.591346 0.591268 0.591424 0.591339
770 0.591363 0.591276 0.591449 0.591359
784 0.591354 0.59126 0.591448 0.591378
798 0.591396 0.591296 0.591496 0.591396
812 0.591451 0.591344 0.591557 0.591414
826 0.591471 0.591359 0.591582 0.591431
840 0.591482 0.591365 0.591599 0.591447
854 0.591508 0.591386 0.59163 0.591463
868 0.591521 0.591395 0.591648 0.591479
882 0.591531 0.591401 0.591661 0.591494
896 0.59155 0.591415 0.591684 0.591508
910 0.591556 0.591418 0.591694 0.591522
924 0.591595 0.591454 0.591737 0.591536
938 0.591608 0.591463 0.591753 0.591549
952 0.591638 0.591489 0.591786 0.591562
966 0.591659 0.591507 0.59181 0.591574
980 0.591662 0.591507 0.591817 0.591586
994 0.591664 0.591507 0.591821 0.591598
1008 0.591675 0.591516 0.591835 0.591609
1022 0.591685 0.591523 0.591848 0.591621
1036 0.59168 0.591515 0.591844 0.591631
1050 0.591682 0.591515 0.591849 0.591642
1064 0.591696 0.591527 0.591864 0.591652
1078 0.59168 0.59151 0.59185 0.591662
1092 0.591698 0.591526 0.591869 0.591672
1106 0.59173 0.591557 0.591904 0.591681
1120 0.591759 0.591584 0.591935 0.591691
1134 0.591763 0.591585 0.59194 0.5917
1148 0.591772 0.591592 0.591952 0.591708
1162 0.591771 0.591589 0.591952 0.591717
1176 0.591802 0.591618 0.591985 0.591725
1190 0.591803 0.591618 0.591988 0.591733
1204 0.591815 0.591628 0.592002 0.591741
1218 0.591822 0.591634 0.59201 0.591749
1232 0.591849 0.591659 0.592038 0.591757
1246 0.591848 0.591657 0.592038 0.591764
1260 0.591855 0.591662 0.592047 0.591772
1274 0.591896 0.591702 0.592089 0.591779
1288 0.591892 0.591697 0.592086 0.591786
1302 0.591892 0.591696 0.592088 0.591792
1316 0.591895 0.591698 0.592092 0.591799
1330 0.591886 0.591688 0.592085 0.591806
1344 0.591881 0.591682 0.592081 0.591812
1358 0.591891 0.591691 0.592092 0.591818
1372 0.591896 0.591694 0.592099 0.591824
1386 0.591909 0.591705 0.592112 0.59183
1400 0.591923 0.591719 0.592128 0.591836
1414 0.591928 0.591723 0.592133 0.591842
1428 0.591938 0.591732 0.592144 0.591848
1442 0.591944 0.591737 0.592151 0.591853
1456 0.591951 0.591743 0.592159 0.591859
1470 0.591934 0.591725 0.592143 0.591864
1484 0.591931 0.591721 0.592141 0.591869
1498 0.591932 0.591721 0.592142 0.591874
1512 0.591941 0.591729 0.592152 0.59188
1526 0.591922 0.59171 0.592135 0.591884
1540 0.591926 0.591713 0.592139 0.591889
1554 0.591941 0.591727 0.592154 0.591894
1568 0.59194 0.591726 0.592155 0.591899
1582 0.591952 0.591737 0.592168 0.591903
1596 0.591971 0.591756 0.592187 0.591908
1610 0.59198 0.591764 0.592197 0.591912
1624 0.591979 0.591762 0.592197 0.591917
1638 0.591991 0.591773 0.592209 0.591921
1652 0.591977 0.591759 0.592196 0.591925
1666 0.591985 0.591766 0.592204 0.591929
1680 0.591983 0.591763 0.592203 0.591933
