//tau lambda mean lower_bound upper_bound
0.01 1.164 0.988236 0.984366 0.992105
0.0100925 1.161 0.991037 0.987541 0.994532
0.0101859 1.172 0.985632 0.981454 0.989809
0.0102802 1.135 0.990242 0.986642 0.993843
0.0103753 1.155 0.986873 0.982685 0.991062
0.0104713 1.154 0.988606 0.98483 0.992382
0.0105682 1.146 0.988519 0.984627 0.99241
0.010666 1.158 0.987439 0.983302 0.991577
0.0107647 1.158 0.986613 0.982275 0.99095
0.0108643 1.18 0.987327 0.983425 0.991229
0.0109648 1.171 0.991726 0.988616 0.994836
0.0110662 1.173 0.987971 0.984159 0.991784
0.0111686 1.16 0.989253 0.985557 0.992949
0.011272 1.176 0.989464 0.985881 0.993046
0.0113763 1.154 0.990315 0.986897 0.993734
0.0114815 1.161 0.989772 0.986045 0.993499
0.0115878 1.176 0.989763 0.986208 0.993319
0.011695 1.166 0.98963 0.986074 0.993186
0.0118032 1.186 0.987696 0.983841 0.991551
0.0119124 1.174 0.985102 0.980731 0.989473
0.0120226 1.195 0.990661 0.987361 0.993962
0.0121339 1.159 0.989897 0.986331 0.993464
0.0122462 1.176 0.985503 0.981378 0.989627
0.0123595 1.198 0.984986 0.980719 0.989252
0.0124738 1.183 0.989754 0.986372 0.993136
0.0125893 1.178 0.988848 0.985276 0.992419
0.0127057 1.196 0.988739 0.985126 0.992352
0.0128233 1.185 0.988527 0.984784 0.99227
0.012942 1.203 0.98306 0.978357 0.987762
0.0130617 1.189 0.986221 0.982039 0.990403
0.0131826 1.181 0.987312 0.983246 0.991378
0.0133045 1.193 0.985097 0.980572 0.989621
0.0134276 1.191 0.987176 0.98307 0.991282
0.0135519 1.206 0.984867 0.980384 0.989349
0.0136773 1.205 0.986228 0.982011 0.990446
0.0138038 1.2 0.983872 0.979344 0.988401
0.0139316 1.193 0.987924 0.984052 0.991796
0.0140605 1.208 0.986411 0.982177 0.990644
0.0141906 1.228 0.98413 0.979696 0.988564
0.0143219 1.201 0.988997 0.98544 0.992554
0.0144544 1.221 0.98898 0.98542 0.992541
0.0145881 1.208 0.985677 0.981299 0.990055
0.0147231 1.234 0.978552 0.97332 0.983783
0.0148594 1.21 0.988272 0.984637 0.991907
0.0149968 1.211 0.984507 0.980126 0.988889
0.0151356 1.214 0.986157 0.982042 0.990271
0.0152757 1.223 0.982155 0.977461 0.98685
0.015417 1.214 0.985919 0.981552 0.990285
0.0155597 1.221 0.983793 0.979301 0.988286
0.0157036 1.245 0.98643 0.982279 0.99058
