//tau lambda mean lower_bound upper_bound
0.01 1.158 0.992507 0.989471 0.995543
0.0100925 1.168 0.98994 0.986276 0.993605
0.0101859 1.169 0.988998 0.985187 0.992808
0.0102802 1.146 0.990082 0.986594 0.993571
0.0103753 1.171 0.986727 0.982538 0.990915
0.0104713 1.163 0.98743 0.983246 0.991613
0.0105682 1.171 0.985739 0.981306 0.990172
0.010666 1.169 0.990601 0.98713 0.994072
0.0107647 1.184 0.986691 0.982567 0.990815
0.0108643 1.163 0.987899 0.984076 0.991722
0.0109648 1.171 0.988076 0.98406 0.992093
0.0110662 1.16 0.988758 0.984844 0.992672
0.0111686 1.172 0.990194 0.986725 0.993663
0.011272 1.176 0.988674 0.984825 0.992522
0.0113763 1.178 0.990376 0.98678 0.993973
0.0114815 1.18 0.990064 0.986359 0.99377
0.0115878 1.2 0.988536 0.984872 0.9922
0.011695 1.186 0.988451 0.984572 0.992329
0.0118032 1.183 0.985826 0.981613 0.990038
0.0119124 1.183 0.992741 0.990011 0.995471
0.0120226 1.186 0.987742 0.983812 0.991671
0.0121339 1.172 0.987404 0.983393 0.991415
0.0122462 1.197 0.987139 0.983091 0.991187
0.0123595 1.224 0.985189 0.980907 0.989472
0.0124738 1.194 0.990228 0.986789 0.993667
0.0125893 1.189 0.989627 0.986162 0.993093
0.0127057 1.217 0.987756 0.983793 0.991718
0.0128233 1.18 0.990245 0.986888 0.993603
0.012942 1.213 0.987592 0.983848 0.991336
0.0130617 1.198 0.989835 0.986284 0.993387
0.0131826 1.208 0.990455 0.987313 0.993597
0.0133045 1.2 0.987637 0.983544 0.991731
0.0134276 1.193 0.988158 0.984466 0.991849
0.0135519 1.231 0.986346 0.982349 0.990342
0.0136773 1.215 0.986961 0.982833 0.991089
0.0138038 1.203 0.98771 0.98374 0.991679
0.0139316 1.224 0.985203 0.980804 0.989602
0.0140605 1.243 0.987105 0.983118 0.991092
0.0141906 1.228 0.986363 0.982216 0.99051
0.0143219 1.215 0.990315 0.987047 0.993583
0.0144544 1.227 0.984329 0.979882 0.988776
0.0145881 1.264 0.983279 0.978481 0.988078
0.0147231 1.229 0.988862 0.985363 0.992361
0.0148594 1.27 0.985514 0.9814 0.989629
0.0149968 1.225 0.986657 0.982583 0.990731
0.0151356 1.221 0.985231 0.980817 0.989644
0.0152757 1.242 0.989634 0.985947 0.993321
0.015417 1.237 0.981163 0.976214 0.986112
0.0155597 1.262 0.982965 0.978169 0.987762
0.0157036 1.255 0.987016 0.982903 0.99113
0.0158489 1.262 0.982948 0.978173 0.987724
0.0159956 1.25 0.983567 0.978861 0.988273
0.0161436 1.253 0.983476 0.979128 0.987824
0.016293 1.242 0.984109 0.97953 0.988689
0.0164437 1.263 0.983669 0.979163 0.988176
0.0165959 1.283 0.981985 0.977311 0.98666
0.0167494 1.276 0.981709 0.977103 0.986315
0.0169044 1.298 0.980274 0.975409 0.985139
0.0170608 1.278 0.978599 0.973333 0.983865
0.0172187 1.272 0.983182 0.978592 0.987771
0.017378 1.277 0.982495 0.97763 0.98736
0.0175388 1.286 0.981901 0.977038 0.986764
0.0177011 1.266 0.985992 0.981959 0.990024
0.0178649 1.271 0.983035 0.978554 0.987516
0.0180302 1.303 0.98164 0.977 0.98628
0.018197 1.294 0.984543 0.980142 0.988944
0.0183654 1.3 0.983843 0.979367 0.988319
0.0185353 1.314 0.978514 0.973339 0.983688
0.0187068 1.289 0.982547 0.977944 0.987151
0.0188799 1.304 0.984291 0.979919 0.988663
0.0190546 1.293 0.980216 0.975199 0.985233
0.0192309 1.342 0.978989 0.973696 0.984281
0.0194089 1.312 0.9768 0.971263 0.982336
0.0195884 1.305 0.983845 0.979581 0.98811
0.0197697 1.318 0.976879 0.9715 0.982258
0.0199526 1.32 0.979696 0.974523 0.984868
0.0201372 1.349 0.979697 0.974666 0.984727
0.0203236 1.324 0.98304 0.978745 0.987335
0.0205116 1.326 0.979028 0.973942 0.984115
0.0207014 1.349 0.982127 0.977407 0.986846
0.020893 1.316 0.980957 0.976058 0.985857
0.0210863 1.346 0.978111 0.972783 0.98344
0.0212814 1.332 0.974963 0.969454 0.980473
0.0214783 1.344 0.979847 0.974657 0.985037
0.021677 1.373 0.970617 0.964493 0.976741
0.0218776 1.334 0.977836 0.972544 0.983129
0.02208 1.345 0.976921 0.971571 0.982272
0.0222844 1.347 0.978471 0.973319 0.983624
0.0224905 1.38 0.978035 0.972995 0.983076
0.0226986 1.331 0.981266 0.976427 0.986104
0.0229087 1.405 0.9779 0.972733 0.983067
0.0231206 1.359 0.983928 0.979628 0.988227
0.0233346 1.397 0.979245 0.974243 0.984248
0.0235505 1.384 0.974105 0.968307 0.979902
0.0237684 1.418 0.974968 0.969311 0.980625
0.0239883 1.381 0.978667 0.973444 0.983891
0.0242103 1.401 0.973245 0.967593 0.978898
0.0244343 1.379 0.971086 0.964951 0.97722
0.0246604 1.422 0.973975 0.968299 0.97965
0.0248886 1.435 0.970348 0.964246 0.97645
0.0251189 1.427 0.973926 0.968291 0.979561
0.0253513 1.409 0.975361 0.969819 0.980902
0.0255859 1.393 0.976611 0.971302 0.98192
0.0258226 1.403 0.973382 0.967791 0.978973
0.0260615 1.417 0.976139 0.970882 0.981396
0.0263027 1.407 0.970898 0.964695 0.977101
0.0265461 1.417 0.97087 0.964848 0.976891
0.0267917 1.45 0.970182 0.964142 0.976223
0.0270396 1.429 0.978494 0.973403 0.983585
0.0272898 1.442 0.972776 0.967038 0.978513
0.0275423 1.43 0.972033 0.966254 0.977811
0.0277971 1.455 0.973008 0.967255 0.97876
0.0280543 1.452 0.974183 0.968793 0.979573
0.0283139 1.45 0.973475 0.967855 0.979094
0.0285759 1.48 0.971477 0.965484 0.977471
0.0288403 1.433 0.974711 0.969074 0.980349
0.0291072 1.446 0.970934 0.964739 0.977128
0.0293765 1.493 0.969657 0.963707 0.975607
0.0296483 1.442 0.972686 0.966848 0.978525
0.0299226 1.529 0.968195 0.961957 0.974434
0.0301995 1.48 0.971243 0.965316 0.97717
0.0304789 1.488 0.972018 0.966147 0.977888
0.030761 1.536 0.970319 0.96426 0.976379
0.0310456 1.498 0.971012 0.965186 0.976838
0.0313329 1.481 0.964148 0.957472 0.970824
0.0316228 1.515 0.96879 0.962807 0.974773
0.0319154 1.525 0.966825 0.960782 0.972868
0.0322107 1.517 0.971057 0.96525 0.976864
0.0325087 1.519 0.965378 0.958781 0.971975
0.0328095 1.542 0.969136 0.963096 0.975176
0.0331131 1.514 0.967778 0.961472 0.974084
0.0334195 1.478 0.971684 0.965726 0.977642
0.0337287 1.566 0.968653 0.96253 0.974776
0.0340408 1.568 0.969245 0.96318 0.975311
0.0343558 1.543 0.971097 0.965264 0.97693
0.0346737 1.54 0.963548 0.956838 0.970257
0.0349945 1.549 0.971549 0.96568 0.977419
0.0353183 1.584 0.962299 0.955323 0.969276
0.0356451 1.589 0.961895 0.954889 0.9689
0.0359749 1.617 0.960204 0.953195 0.967212
0.0363078 1.582 0.963351 0.956744 0.969957
0.0366438 1.625 0.959095 0.952 0.966189
0.0369828 1.59 0.958886 0.951593 0.966178
0.037325 1.594 0.960626 0.953804 0.967448
0.0376704 1.611 0.966472 0.960134 0.972811
0.0380189 1.6 0.966875 0.960461 0.97329
0.0383707 1.6 0.964942 0.958538 0.971346
0.0387258 1.603 0.967188 0.96086 0.973517
0.0390841 1.684 0.962486 0.955872 0.969099
0.0394457 1.625 0.963273 0.956651 0.969895
0.0398107 1.607 0.962361 0.955746 0.968975
0.0401791 1.649 0.959279 0.952546 0.966012
0.0405509 1.664 0.953885 0.946431 0.961338
0.0409261 1.689 0.95701 0.950025 0.963995
0.0413048 1.645 0.956826 0.949796 0.963857
0.0416869 1.603 0.969272 0.963376 0.975167
0.0420727 1.727 0.957674 0.950804 0.964544
0.042462 1.693 0.957258 0.950171 0.964345
0.0428549 1.667 0.957102 0.949873 0.964331
0.0432514 1.684 0.955387 0.948159 0.962615
0.0436516 1.689 0.957315 0.950296 0.964335
0.0440555 1.702 0.954226 0.946821 0.961631
0.0444631 1.749 0.954208 0.946635 0.96178
0.0448745 1.728 0.955641 0.948356 0.962926
0.0452898 1.747 0.958405 0.951312 0.965498
0.0457088 1.758 0.957571 0.950599 0.964543
0.0461318 1.759 0.952067 0.944633 0.9595
0.0465586 1.78 0.949183 0.941539 0.956827
0.0469894 1.729 0.960638 0.953972 0.967305
0.0474242 1.756 0.953128 0.945921 0.960335
0.047863 1.793 0.95457 0.947234 0.961905
0.0483059 1.718 0.959877 0.953191 0.966563
0.0487528 1.743 0.954446 0.947239 0.961653
0.049204 1.781 0.95998 0.953354 0.966607
0.0496592 1.779 0.959833 0.953119 0.966547
0.0501187 1.806 0.952723 0.945321 0.960126
0.0505825 1.809 0.947996 0.940132 0.955859
0.0510505 1.825 0.946298 0.938429 0.954166
0.0515229 1.817 0.950182 0.942463 0.9579
0.0519996 1.806 0.95337 0.94587 0.96087
0.0524807 1.821 0.945343 0.937427 0.953259
0.0529663 1.867 0.945335 0.937242 0.953428
0.0534564 1.854 0.952337 0.944721 0.959953
0.0539511 1.866 0.94625 0.938413 0.954087
0.0544503 1.876 0.946207 0.938431 0.953983
0.0549541 1.83 0.954998 0.947771 0.962224
0.0554626 1.877 0.944352 0.936155 0.952549
0.0559758 1.919 0.946946 0.939075 0.954818
0.0564937 1.874 0.949086 0.941124 0.957048
0.0570164 1.915 0.942172 0.934205 0.950139
0.057544 1.849 0.949172 0.941392 0.956953
0.0580764 1.974 0.940378 0.932057 0.948698
0.0586138 1.928 0.947847 0.939944 0.955751
0.0591562 1.884 0.95052 0.942936 0.958104
0.0597035 1.97 0.947516 0.939848 0.955184
0.060256 1.942 0.941033 0.932925 0.949141
0.0608135 1.993 0.945368 0.937477 0.953259
0.0613762 1.914 0.939131 0.930535 0.947728
0.0619441 1.973 0.939586 0.93132 0.947853
0.0625173 2.02 0.932532 0.923758 0.941305
0.0630957 1.988 0.93797 0.92952 0.94642
0.0636796 1.967 0.937797 0.929486 0.946108
0.0642688 2.027 0.940155 0.931841 0.948469
0.0648634 1.956 0.939783 0.931289 0.948278
0.0654636 2.069 0.937701 0.929411 0.945991
0.0660693 2.075 0.934432 0.925854 0.94301
0.0666807 1.963 0.942929 0.934908 0.950949
0.0672977 2.084 0.934205 0.925498 0.942913
0.0679204 2.113 0.929591 0.920583 0.938599
0.0685488 2.018 0.938121 0.929781 0.94646
0.0691831 2.069 0.938072 0.929659 0.946485
0.0698232 2.09 0.936968 0.928507 0.945428
0.0704693 2.132 0.922899 0.913477 0.932321
0.0711214 2.137 0.927471 0.91835 0.936593
0.0717794 2.141 0.931809 0.923035 0.940582
0.0724436 2.103 0.93048 0.921755 0.939204
0.0731139 2.12 0.933235 0.924749 0.941721
0.0737904 2.145 0.929526 0.920545 0.938507
0.0744732 2.183 0.930463 0.92168 0.939246
0.0751623 2.113 0.935595 0.927069 0.944122
0.0758578 2.209 0.93102 0.922366 0.939675
0.0765597 2.178 0.92246 0.913148 0.931771
0.0772681 2.162 0.930501 0.921657 0.939345
0.077983 2.259 0.926616 0.917576 0.935655
0.0787046 2.214 0.924879 0.91565 0.934107
0.0794328 2.22 0.925534 0.916464 0.934603
0.0801678 2.248 0.928371 0.919357 0.937385
0.0809096 2.241 0.921892 0.912654 0.93113
0.0816582 2.266 0.922806 0.913538 0.932074
0.0824138 2.265 0.916713 0.906997 0.926429
