//tau lambda mean lower_bound upper_bound
0.01 1.17 0.99089 0.987366 0.994415
0.0100925 1.154 0.992456 0.989373 0.99554
0.0101859 1.157 0.989581 0.985948 0.993214
0.0102802 1.147 0.992591 0.989608 0.995573
0.0103753 1.175 0.988916 0.98526 0.992572
0.0104713 1.16 0.985833 0.981393 0.990274
0.0105682 1.169 0.989128 0.985403 0.992854
0.010666 1.187 0.989562 0.985953 0.99317
0.0107647 1.183 0.986986 0.982958 0.991013
0.0108643 1.169 0.989171 0.985516 0.992826
0.0109648 1.184 0.98877 0.985004 0.992535
0.0110662 1.195 0.987588 0.98361 0.991566
0.0111686 1.18 0.988476 0.98478 0.992171
0.011272 1.188 0.98922 0.985475 0.992964
0.0113763 1.186 0.989908 0.986283 0.993533
0.0114815 1.191 0.985964 0.981615 0.990314
0.0115878 1.17 0.986175 0.981949 0.990401
0.011695 1.184 0.989368 0.985816 0.992921
0.0118032 1.19 0.985663 0.981433 0.989894
0.0119124 1.173 0.990721 0.987437 0.994005
0.0120226 1.191 0.989017 0.98539 0.992643
0.0121339 1.16 0.988371 0.984441 0.992302
0.0122462 1.214 0.990116 0.986603 0.993628
0.0123595 1.205 0.988321 0.984403 0.992238
0.0124738 1.201 0.984564 0.980127 0.989002
0.0125893 1.186 0.99033 0.986961 0.993699
0.0127057 1.207 0.988176 0.984337 0.992016
0.0128233 1.214 0.988763 0.985081 0.992445
0.012942 1.207 0.988572 0.984955 0.992189
0.0130617 1.197 0.991224 0.987977 0.994471
0.0131826 1.212 0.988785 0.985149 0.992421
0.0133045 1.21 0.988366 0.984532 0.992199
0.0134276 1.21 0.987547 0.983847 0.991247
0.0135519 1.231 0.986353 0.982471 0.990234
0.0136773 1.22 0.985997 0.981774 0.990219
0.0138038 1.203 0.988075 0.984078 0.992072
0.0139316 1.224 0.984538 0.979937 0.989139
0.0140605 1.255 0.985391 0.981079 0.989703
0.0141906 1.218 0.987712 0.983696 0.991729
0.0143219 1.222 0.987531 0.983675 0.991387
0.0144544 1.22 0.985428 0.981204 0.989652
0.0145881 1.262 0.984455 0.979921 0.988988
0.0147231 1.221 0.988636 0.985213 0.99206
0.0148594 1.242 0.985326 0.981026 0.989627
0.0149968 1.227 0.987243 0.983334 0.991153
0.0151356 1.231 0.983409 0.978826 0.987992
0.0152757 1.261 0.984651 0.980027 0.989275
0.015417 1.226 0.986944 0.982912 0.990975
0.0155597 1.264 0.984747 0.980446 0.989049
0.0157036 1.26 0.983231 0.97852 0.987942
0.0158489 1.249 0.982468 0.977479 0.987456
0.0159956 1.253 0.985458 0.981092 0.989825
0.0161436 1.24 0.985005 0.980937 0.989073
0.016293 1.253 0.983076 0.978562 0.987589
0.0164437 1.276 0.983335 0.978948 0.987723
0.0165959 1.266 0.986354 0.982399 0.990309
0.0167494 1.28 0.981435 0.976567 0.986302
0.0169044 1.271 0.984799 0.98067 0.988929
0.0170608 1.261 0.982167 0.977212 0.987121
0.0172187 1.282 0.983566 0.979121 0.98801
0.017378 1.257 0.982216 0.977195 0.987237
0.0175388 1.291 0.98323 0.978549 0.987911
0.0177011 1.288 0.985762 0.981656 0.989869
0.0178649 1.248 0.986474 0.982419 0.990528
0.0180302 1.302 0.980216 0.975394 0.985038
0.018197 1.289 0.986154 0.98203 0.990278
0.0183654 1.272 0.985014 0.980896 0.989133
0.0185353 1.291 0.979087 0.973867 0.984307
0.0187068 1.267 0.984023 0.979634 0.988412
0.0188799 1.302 0.981638 0.976993 0.986284
0.0190546 1.301 0.985466 0.981276 0.989655
0.0192309 1.306 0.98091 0.975917 0.985903
0.0194089 1.311 0.980582 0.975643 0.985521
0.0195884 1.301 0.982425 0.977932 0.986919
0.0197697 1.311 0.982086 0.977476 0.986695
0.0199526 1.322 0.976289 0.970653 0.981924
